ciclo_academico,edad,numero_discapacidades,aab1_nota,acdb1_nota,apeb1_nota,aab2_nota,acdb2_nota,apeb2_nota,Status_codificado,Sexo_codificado,tipo_de_est_programa_codificado,tipo_de_ingreso_codificado,estatus_curso_codificado,discapacidad_codificado,region_codificado,tipo_de_pago_codificado,descripcion_beca_codificado,descripcion_descuento_codificado,convenios_contratos_codificado,formas_pago_codificado,tipo_discapacidad_codificado,curso_codificado
7,38.0,0,3.25,3.5,2.68,3.06,3.13,2.5,0,0,0,0,0,0,1,2,0,0,1,2,4,9
7,38.0,0,3.06,3.5,2.4,2.92,3.5,0.9,0,0,0,0,0,0,1,2,0,0,1,2,4,30
7,38.0,0,3.17,3.5,3.0,2.75,3.5,3.0,0,0,0,0,0,0,1,2,0,0,1,2,4,31
4,38.0,0,3.23,1.7,2.06,2.68,2.95,2.63,0,0,0,0,0,0,1,2,0,0,1,2,4,41
4,38.0,0,2.36,3.5,2.4,1.64,3.3,1.9,0,0,0,0,0,0,1,2,0,0,1,2,4,5
5,38.0,0,2.6,-1.0,2.88,0.9,-1.0,-1.0,0,0,0,0,0,0,1,2,0,0,1,2,4,21
5,38.0,0,2.94,-1.0,3.35,0.87,-1.0,-1.0,0,0,0,0,0,0,1,2,0,0,1,2,4,7
5,38.0,0,2.48,-1.0,3.5,0.87,-1.0,-1.0,0,0,0,0,0,0,1,2,0,0,1,2,4,23
5,38.0,0,2.86,3.05,2.78,2.95,3.05,3.0,0,0,0,0,0,0,1,2,0,0,1,2,4,22
5,38.0,0,2.82,3.5,3.0,3.44,3.5,3.0,0,0,0,0,0,0,1,2,0,0,1,2,4,16
5,38.0,0,1.97,2.9,2.3,2.72,3.5,2.55,0,0,0,0,0,0,1,2,0,0,1,2,4,51
3,30.0,0,3.0,3.0,1.5,2.63,3.5,1.35,0,0,0,0,0,0,0,1,1,0,1,21,4,12
3,30.0,0,2.63,2.3,3.0,3.19,3.5,3.0,0,0,0,0,0,0,0,1,1,0,1,21,4,2
3,30.0,0,2.55,2.6,2.7,2.4,3.36,2.03,0,0,0,0,0,0,0,1,1,0,1,21,4,17
2,30.0,0,2.29,3.46,2.93,2.25,3.1,1.5,0,0,0,0,0,0,0,1,1,0,1,21,4,40
2,30.0,0,2.25,3.4,2.8,2.51,3.46,3.0,0,0,0,0,0,0,0,1,1,0,1,21,4,46
5,30.0,0,2.38,3.5,2.57,0.5,0.0,-1.0,1,0,0,0,0,0,0,2,1,0,1,10,4,2
5,30.0,0,1.21,1.71,2.49,-1.0,0.0,1.05,1,0,0,0,0,0,0,2,1,0,1,10,4,50
1,28.0,0,1.49,3.5,2.25,0.6,3.5,0.0,1,2,1,6,0,0,0,2,0,0,0,16,4,40
1,28.0,0,2.49,3.46,2.36,2.44,3.5,2.63,0,2,1,6,0,0,0,2,0,0,0,16,4,2
1,28.0,0,2.22,2.0,2.55,1.32,1.85,0.6,1,2,1,6,0,0,0,2,0,0,0,16,4,3
1,28.0,0,2.47,3.44,2.6,0.67,3.5,2.6,0,2,1,6,0,0,0,2,0,0,0,16,4,11
1,28.0,0,2.38,2.75,2.9,2.88,1.35,1.0,1,2,1,6,0,0,0,2,0,0,0,16,4,49
1,28.0,0,2.09,1.75,2.44,0.74,1.34,3.0,1,2,1,6,0,0,0,2,0,0,0,16,4,45
6,44.0,0,2.97,2.9,3.0,2.13,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,8
6,44.0,0,2.69,1.5,2.6,2.69,3.5,2.63,0,0,0,0,0,0,0,2,0,0,0,4,4,24
6,44.0,0,2.49,3.5,2.5,2.5,3.3,2.7,0,0,0,0,0,0,0,2,0,0,0,4,4,51
6,44.0,0,3.13,3.5,2.8,2.5,3.5,2.9,0,0,0,0,0,0,0,2,0,0,0,4,4,29
6,44.0,0,3.13,3.43,3.0,3.13,3.13,2.96,0,0,0,0,0,0,0,2,0,0,0,4,4,25
6,44.0,0,2.37,3.5,2.85,2.31,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,26
6,44.0,0,2.94,3.5,2.78,2.94,1.2,2.48,0,0,0,0,0,0,0,2,0,0,0,4,4,27
6,44.0,0,2.92,2.3,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,31
6,44.0,0,2.78,3.5,2.9,2.88,3.5,2.0,0,0,0,0,0,0,0,2,0,0,0,4,4,33
6,44.0,0,2.96,3.5,3.0,2.58,3.3,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,43
7,44.0,0,2.88,3.2,2.73,3.19,3.0,2.5,0,0,0,0,0,0,0,2,0,0,0,4,4,9
7,44.0,0,2.75,2.9,1.4,2.86,2.85,2.3,0,0,0,0,0,0,0,2,0,0,0,4,4,1
7,44.0,0,2.83,3.35,3.0,2.92,3.46,2.8,0,0,0,0,0,0,0,2,0,0,0,4,4,4
7,44.0,0,2.81,3.5,3.0,3.07,3.5,2.9,0,0,0,0,0,0,0,2,0,0,0,4,4,30
3,44.0,0,3.14,3.5,2.75,2.06,3.5,2.82,0,0,0,0,0,0,0,2,0,0,0,10,4,6
3,44.0,0,2.88,3.5,2.95,3.19,3.35,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,18
3,44.0,0,3.0,3.4,2.03,3.13,3.5,1.39,0,0,0,0,0,0,0,2,0,0,0,10,4,2
3,44.0,0,3.25,3.2,3.0,2.88,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,41
3,44.0,0,3.25,3.3,3.0,2.8,3.5,2.0,0,0,0,0,0,0,0,2,0,0,0,10,4,17
4,44.0,0,2.88,-1.0,3.38,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,21
4,44.0,0,2.89,-1.0,3.5,0.98,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,5
4,44.0,0,2.91,-1.0,2.71,0.97,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,20
5,44.0,0,3.19,3.5,3.0,3.06,3.5,2.85,0,0,0,0,0,0,0,2,0,0,0,10,4,19
5,44.0,0,2.31,3.5,2.25,2.38,3.13,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,22
5,44.0,0,3.0,3.38,2.1,3.08,3.45,2.79,0,0,0,0,0,0,0,2,0,0,0,10,4,7
5,44.0,0,2.69,2.0,3.0,3.19,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,23
4,39.0,0,3.31,3.5,2.85,2.94,2.5,1.05,0,2,0,0,0,0,0,1,0,0,1,21,4,19
4,39.0,0,3.0,3.5,2.45,3.31,3.5,1.4,0,2,0,0,0,0,0,1,0,0,1,21,4,21
4,39.0,0,2.75,3.5,3.0,2.81,3.5,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,41
4,39.0,0,3.25,3.5,3.0,2.75,1.75,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,20
5,39.0,0,3.38,3.3,2.75,3.25,2.94,1.48,0,2,0,0,0,0,0,1,0,0,1,21,4,6
5,39.0,0,3.19,3.25,2.85,2.44,3.2,1.43,0,2,0,0,0,0,0,1,0,0,1,21,4,22
5,39.0,0,3.24,3.5,1.7,2.44,3.35,1.35,0,2,0,0,0,0,0,1,0,0,1,21,4,51
5,39.0,0,2.4,3.43,3.0,2.8,3.13,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,5
5,39.0,0,3.5,2.35,2.79,2.58,3.16,1.34,0,2,0,0,0,0,0,1,0,0,1,21,4,7
5,39.0,0,3.25,1.6,3.0,2.94,2.1,2.9,0,2,0,0,0,0,0,1,0,0,1,21,4,23
2,39.0,0,3.25,3.5,3.0,3.38,3.41,3.0,0,2,0,0,0,0,0,3,0,0,1,17,4,12
2,39.0,0,3.33,3.5,3.0,3.08,3.5,3.0,0,2,0,0,0,0,0,3,0,0,1,17,4,47
2,39.0,0,2.85,2.0,2.93,3.08,3.5,3.0,0,2,0,0,0,0,0,3,0,0,1,17,4,13
2,39.0,0,3.34,3.5,2.59,2.76,2.5,2.78,0,2,0,0,0,0,0,3,0,0,1,17,4,14
2,39.0,0,3.47,0.97,2.95,3.38,0.98,2.98,0,2,0,0,0,0,0,3,0,0,1,17,4,50
2,39.0,0,3.19,2.75,2.69,2.96,3.5,2.85,0,2,0,0,0,0,0,3,0,0,1,17,4,46
3,39.0,0,3.25,3.43,3.0,3.13,3.5,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,15
3,39.0,0,3.13,3.5,2.5,3.06,3.5,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,18
3,39.0,0,3.25,3.15,2.9,3.0,1.4,2.3,0,2,0,0,0,0,0,1,0,0,1,21,4,48
3,39.0,0,3.41,3.5,3.0,2.88,3.5,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,16
3,39.0,0,3.25,3.5,3.0,3.0,3.5,1.0,0,2,0,0,0,0,0,1,0,0,1,21,4,17
3,39.0,0,2.46,3.5,3.0,2.78,3.5,3.0,0,2,0,0,0,0,0,1,0,0,1,21,4,43
1,28.0,0,3.14,3.5,2.9,3.35,3.5,2.8,0,2,1,6,0,0,0,2,0,0,0,10,4,11
1,28.0,0,2.68,3.5,2.9,2.96,3.5,3.0,0,2,1,6,0,0,0,2,0,0,0,10,4,49
1,28.0,0,3.3,3.5,3.0,3.1,3.5,2.62,0,2,1,6,0,0,0,2,0,0,0,10,4,45
2,28.0,0,3.2,3.1,2.4,2.85,3.5,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,47
2,28.0,0,3.33,2.0,2.91,3.44,3.32,1.35,0,2,0,6,0,0,0,2,0,0,0,10,4,14
2,28.0,0,3.24,3.5,2.65,2.96,3.5,2.63,0,2,0,6,0,0,0,2,0,0,0,10,4,50
2,28.0,0,3.08,3.5,2.7,3.13,3.5,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,46
3,28.0,0,3.11,2.75,3.0,3.12,3.35,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,15
3,28.0,0,3.21,3.5,3.0,3.25,3.35,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,18
3,28.0,0,3.38,3.3,3.0,3.03,3.5,2.6,0,2,0,6,0,0,0,2,0,0,0,10,4,48
3,28.0,0,3.5,3.18,3.0,3.19,3.5,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,17
3,28.0,0,2.73,3.35,2.8,3.01,3.5,2.9,0,2,0,6,0,0,0,2,0,0,0,10,4,43
2,38.0,0,3.25,2.75,3.0,3.44,3.3,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,12
2,38.0,0,3.47,3.2,3.0,2.88,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,47
2,38.0,0,2.56,3.34,3.0,2.88,1.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,13
2,38.0,0,3.25,3.5,3.0,2.92,3.35,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,14
2,38.0,0,3.5,1.5,2.82,3.5,2.3,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,50
2,38.0,0,3.18,3.5,2.88,3.31,3.26,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,46
3,38.0,0,3.38,2.9,3.0,3.31,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,15
3,38.0,0,3.13,3.5,2.4,3.5,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,18
3,38.0,0,3.25,3.2,2.78,3.5,2.8,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,48
3,38.0,0,3.44,3.5,3.0,3.5,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,16
3,38.0,0,3.1,3.5,2.78,3.5,3.5,0.98,0,0,0,6,0,0,0,1,0,0,1,21,4,17
3,38.0,0,3.5,3.5,3.0,3.5,3.3,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,43
4,38.0,0,3.38,3.5,2.78,3.13,3.5,2.33,0,0,0,6,0,0,0,1,0,0,1,21,4,19
4,38.0,0,2.94,3.5,2.25,3.25,3.5,1.55,0,0,0,6,0,0,0,1,0,0,1,21,4,21
4,38.0,0,2.63,2.95,3.0,2.88,3.35,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,41
4,38.0,0,3.3,3.5,3.0,3.3,2.9,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,5
4,38.0,0,3.31,3.33,2.8,2.88,3.5,2.6,0,0,0,6,0,0,0,1,0,0,1,21,4,20
1,38.0,0,1.96,2.8,3.0,2.28,3.13,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,40
1,38.0,0,2.63,3.5,2.24,3.19,3.5,2.85,0,0,1,6,0,0,0,1,0,0,1,21,4,2
1,38.0,0,2.64,3.43,3.0,3.08,3.5,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,3
1,38.0,0,3.0,3.5,3.0,2.58,3.5,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,11
1,38.0,0,2.31,3.45,2.5,2.71,3.45,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,49
1,38.0,0,3.0,3.5,3.0,2.9,3.5,2.78,0,0,1,6,0,0,0,1,0,0,1,21,4,45
4,27.0,0,3.16,3.15,2.25,3.13,3.3,2.7,0,0,0,6,0,0,0,1,0,0,1,21,4,19
4,27.0,0,2.94,3.5,2.4,2.75,3.25,1.95,0,0,0,6,0,0,0,1,0,0,1,21,4,21
4,27.0,0,2.88,3.1,3.0,3.06,2.2,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,41
4,27.0,0,2.18,3.5,3.0,2.0,3.15,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,5
4,27.0,0,2.88,3.5,3.0,3.06,3.5,2.8,0,0,0,6,0,0,0,1,0,0,1,21,4,20
5,27.0,0,2.69,3.39,3.0,3.19,3.43,2.8,0,0,0,6,0,0,0,1,0,0,1,21,4,6
5,27.0,0,3.33,3.4,2.85,3.08,3.2,2.93,0,0,0,6,0,0,0,1,0,0,1,21,4,22
5,27.0,0,2.78,3.5,2.1,2.69,3.35,2.4,0,0,0,6,0,0,0,1,0,0,1,21,4,51
5,27.0,0,3.25,3.35,2.87,3.42,3.19,2.39,0,0,0,6,0,0,0,1,0,0,1,21,4,7
5,27.0,0,2.63,3.5,3.0,2.88,3.5,2.8,0,0,0,6,0,0,0,1,0,0,1,21,4,23
6,27.0,0,3.17,3.5,3.0,3.0,3.18,2.76,0,0,0,6,0,0,0,1,0,0,1,21,4,8
6,27.0,0,2.84,3.43,2.85,3.0,3.43,2.85,0,0,0,6,0,0,0,1,0,0,1,21,4,28
6,27.0,0,2.88,3.5,1.3,3.06,3.5,2.71,0,0,0,6,0,0,0,1,0,0,1,21,4,24
6,27.0,0,2.88,3.35,3.0,3.06,3.3,2.9,0,0,0,6,0,0,0,1,0,0,1,21,4,25
6,27.0,0,3.06,3.35,3.0,3.31,3.3,2.85,0,0,0,6,0,0,0,1,0,0,1,21,4,26
6,27.0,0,3.06,2.9,2.55,3.13,3.5,2.25,0,0,0,6,0,0,0,1,0,0,1,21,4,27
1,27.0,0,2.72,3.2,2.78,2.75,3.5,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,40
1,27.0,0,3.33,3.1,3.0,3.38,3.5,2.85,0,0,1,6,0,0,0,1,0,0,1,21,4,2
1,27.0,0,3.07,3.5,3.0,2.73,3.43,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,3
1,27.0,0,2.93,3.5,2.8,2.87,3.5,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,11
1,27.0,0,2.21,3.5,3.0,3.14,3.5,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,49
1,27.0,0,2.73,3.04,2.64,2.92,3.07,3.0,0,0,1,6,0,0,0,1,0,0,1,21,4,45
2,27.0,0,3.13,-1.0,3.2,1.0,-1.0,-1.0,0,0,0,6,0,0,0,1,0,0,1,21,4,12
2,27.0,0,3.0,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,6,0,0,0,1,0,0,1,21,4,47
2,27.0,0,2.56,-1.0,3.42,0.97,-1.0,-1.0,0,0,0,6,0,0,0,1,0,0,1,21,4,13
2,27.0,0,3.17,-1.0,2.64,1.0,-1.0,-1.0,0,0,0,6,0,0,0,1,0,0,1,21,4,14
2,27.0,0,3.29,-1.0,3.5,0.95,-1.0,-1.0,0,0,0,6,0,0,0,1,0,0,1,21,4,50
2,27.0,0,2.85,-1.0,3.35,1.0,-1.0,-1.0,0,0,0,6,0,0,0,1,0,0,1,21,4,46
3,27.0,0,2.64,3.2,3.0,3.16,3.25,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,15
3,27.0,0,2.7,3.5,1.95,3.06,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,18
3,27.0,0,3.0,2.45,2.74,2.88,3.2,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,48
3,27.0,0,3.25,3.5,3.0,3.06,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,16
3,27.0,0,3.3,3.5,3.0,3.3,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,17
3,27.0,0,2.69,3.5,3.0,2.94,3.5,3.0,0,0,0,6,0,0,0,1,0,0,1,21,4,43
2,20.0,0,2.38,3.05,2.25,2.81,3.4,2.48,0,0,0,6,0,0,0,3,1,0,1,10,4,12
2,20.0,0,2.25,2.9,3.0,1.38,3.5,3.0,0,0,0,6,0,0,0,3,1,0,1,10,4,47
2,20.0,0,2.25,2.0,3.0,2.22,3.35,1.5,0,0,0,6,0,0,0,3,1,0,1,10,4,13
2,20.0,0,1.72,3.26,2.99,1.62,3.35,2.6,0,0,0,6,0,0,0,3,1,0,1,10,4,14
2,20.0,0,2.19,3.3,2.9,3.13,3.35,2.96,0,0,0,6,0,0,0,3,1,0,1,10,4,46
1,20.0,0,2.35,3.15,2.1,2.44,3.2,2.85,0,0,1,6,0,0,0,2,1,0,1,10,4,40
1,20.0,0,3.13,3.5,3.0,2.88,3.5,2.67,0,0,1,6,0,0,0,2,1,0,1,10,4,2
1,20.0,0,2.0,3.5,2.8,2.64,2.9,3.0,0,0,1,6,0,0,0,2,1,0,1,10,4,3
1,20.0,0,3.0,3.0,3.0,1.97,3.19,3.0,0,0,1,6,0,0,0,2,1,0,1,10,4,11
1,20.0,0,2.4,3.4,2.97,2.81,3.5,2.96,0,0,1,6,0,0,0,2,1,0,1,10,4,49
1,20.0,0,2.77,3.5,3.0,2.14,3.38,3.0,0,0,1,6,0,0,0,2,1,0,1,10,4,45
4,21.0,0,2.31,3.5,2.97,2.81,3.5,2.98,0,1,0,0,0,0,0,2,0,0,0,10,4,6
4,21.0,0,2.13,1.4,2.3,3.13,3.5,2.6,0,1,0,0,0,0,0,2,0,0,0,10,4,18
4,21.0,0,2.75,3.3,2.55,2.81,3.3,2.4,0,1,0,0,0,0,0,2,0,0,0,10,4,19
7,21.0,0,2.44,3.5,2.7,1.63,3.5,3.0,0,1,0,0,0,0,0,2,0,0,0,10,4,8
7,21.0,0,2.19,2.4,1.2,2.44,3.1,1.85,1,1,0,0,0,0,0,2,0,0,0,10,4,1
2,21.0,0,3.04,3.0,3.0,2.63,3.5,2.03,0,1,0,0,0,0,0,2,0,0,0,10,4,12
2,21.0,0,2.89,3.28,2.85,3.03,2.49,2.27,0,1,0,0,0,0,0,2,0,0,0,10,4,2
2,21.0,0,2.33,3.5,3.0,2.0,3.5,3.0,0,1,0,0,0,0,0,2,0,0,0,10,4,47
2,21.0,0,2.81,3.5,3.0,2.94,3.5,2.8,0,1,0,0,0,0,0,2,0,0,0,10,4,49
2,21.0,0,2.72,3.15,2.65,3.31,3.3,3.0,0,1,0,0,0,0,0,2,0,0,0,10,4,46
3,21.0,0,2.44,-1.0,3.5,0.93,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,15
3,21.0,0,2.31,-1.0,3.5,1.0,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,16
3,21.0,0,3.0,-1.0,3.2,1.0,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,41
3,21.0,0,2.29,-1.0,3.43,1.0,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,13
3,21.0,0,2.42,-1.0,3.46,1.0,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,14
3,21.0,0,2.03,-1.0,3.05,1.0,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,50
3,21.0,0,3.13,-1.0,2.5,1.0,-1.0,-1.0,0,1,0,0,0,0,0,2,0,0,0,10,4,48
1,28.0,0,1.39,3.5,2.85,1.96,0.6,-1.0,1,2,1,6,0,0,0,2,0,0,0,16,4,40
1,28.0,0,2.61,1.8,2.88,2.79,3.28,2.67,0,2,1,6,0,0,0,2,0,0,0,16,4,2
1,28.0,0,1.95,3.3,2.85,2.55,1.32,1.95,1,2,1,6,0,0,0,2,0,0,0,16,4,3
1,28.0,0,2.68,1.31,3.0,1.71,1.75,3.0,1,2,1,6,0,0,0,2,0,0,0,16,4,45
5,33.0,0,3.12,3.5,2.4,1.92,3.28,2.94,0,0,0,0,0,0,0,1,0,0,1,21,4,6
5,33.0,0,2.48,1.2,1.43,2.84,3.2,2.55,1,0,0,0,0,0,0,1,0,0,1,21,4,22
5,33.0,0,2.25,3.3,1.35,2.3,2.75,2.4,0,0,0,0,0,0,0,1,0,0,1,21,4,51
5,33.0,0,3.17,2.84,2.31,2.42,3.3,1.77,0,0,0,0,0,0,0,1,0,0,1,21,4,7
5,33.0,0,2.69,3.5,2.9,2.68,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,23
6,33.0,0,2.46,3.5,2.7,1.88,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,8
6,33.0,0,2.34,3.2,0.65,2.69,3.15,2.49,0,0,0,0,0,0,0,1,0,0,1,21,4,24
6,33.0,0,2.88,3.2,3.0,2.06,3.4,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,25
6,33.0,0,2.31,3.5,2.85,2.25,3.5,2.9,0,0,0,0,0,0,0,1,0,0,1,21,4,26
6,33.0,0,2.04,3.5,2.4,2.41,3.35,2.33,0,0,0,0,0,0,0,1,0,0,1,21,4,27
6,33.0,0,2.88,3.38,2.9,2.68,3.13,2.9,0,0,0,0,0,0,0,1,0,0,1,21,4,29
7,33.0,0,2.64,3.5,2.7,2.13,2.75,2.6,0,0,0,0,0,0,0,1,0,0,1,21,4,9
7,33.0,0,2.0,3.2,2.85,2.0,2.05,2.63,0,0,0,0,0,0,0,1,0,0,1,21,4,22
7,33.0,0,2.06,2.9,2.3,2.36,3.0,2.6,0,0,0,0,0,0,0,1,0,0,1,21,4,1
7,33.0,0,2.38,3.4,2.5,2.74,3.5,1.5,0,0,0,0,0,0,0,1,0,0,1,21,4,30
7,33.0,0,2.92,2.7,3.0,2.5,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,31
7,33.0,0,2.94,3.5,2.8,3.0,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,33
2,33.0,0,3.36,3.5,3.0,3.1,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,12
2,33.0,0,2.51,3.5,3.0,2.25,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,47
2,33.0,0,3.28,3.35,3.0,2.78,3.5,2.85,0,0,0,0,0,0,0,1,0,0,1,21,4,13
2,33.0,0,3.13,2.9,2.78,3.15,3.5,2.7,0,0,0,0,0,0,0,1,0,0,1,21,4,14
2,33.0,0,3.47,3.35,2.9,3.25,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,50
2,33.0,0,2.8,3.5,3.0,3.19,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,46
3,33.0,0,2.78,-1.0,3.0,0.83,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,15
3,33.0,0,3.01,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,18
3,33.0,0,2.77,-1.0,3.5,0.91,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,16
3,33.0,0,3.18,-1.0,1.5,0.76,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,17
3,33.0,0,2.93,-1.0,3.3,0.5,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,43
3,33.0,0,2.33,-1.0,2.45,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,48
4,33.0,0,2.93,3.0,2.1,3.06,3.15,2.25,0,0,0,0,0,0,0,1,0,0,1,21,4,19
4,33.0,0,2.39,3.5,1.83,2.74,3.0,2.8,0,0,0,0,0,0,0,1,0,0,1,21,4,21
4,33.0,0,2.0,2.5,2.41,2.28,3.2,2.06,0,0,0,0,0,0,0,1,0,0,1,21,4,41
4,33.0,0,2.92,3.5,2.4,2.65,3.1,1.1,0,0,0,0,0,0,0,1,0,0,1,21,4,5
4,33.0,0,2.65,3.5,1.4,2.91,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,20
3,54.0,0,2.8,3.5,2.97,2.64,3.35,2.74,0,0,0,6,0,0,0,2,0,0,0,10,4,6
3,54.0,0,3.31,2.7,2.4,3.25,3.5,2.6,0,0,0,6,0,0,0,2,0,0,0,10,4,18
3,54.0,0,3.18,3.07,2.85,3.08,3.5,3.0,0,0,0,6,0,0,0,2,0,0,0,10,4,17
4,54.0,0,3.0,3.5,2.85,3.06,3.5,2.55,0,0,0,6,0,0,0,2,0,0,0,10,4,19
4,54.0,0,2.78,2.81,2.03,2.9,3.06,2.55,0,0,0,6,0,0,0,2,0,0,0,10,4,21
4,54.0,0,2.7,1.55,3.0,2.88,3.0,3.0,0,0,0,6,0,0,0,2,0,0,0,10,4,41
4,54.0,0,2.48,3.5,3.0,2.73,3.1,3.0,0,0,0,6,0,0,0,2,0,0,0,10,4,5
4,54.0,0,2.86,2.98,2.0,2.28,3.15,2.63,0,0,0,6,0,0,0,2,0,0,0,10,4,20
5,54.0,0,3.19,3.2,3.0,2.13,3.04,2.7,0,0,0,6,0,0,0,2,0,0,0,10,4,8
5,54.0,0,2.14,2.8,2.55,2.13,3.05,1.05,0,0,0,6,0,0,0,2,0,0,0,10,4,22
5,54.0,0,2.77,3.5,2.3,2.62,3.05,2.48,0,0,0,6,0,0,0,2,0,0,0,10,4,51
5,54.0,0,3.08,2.94,2.51,3.25,3.0,2.27,0,0,0,6,0,0,0,2,0,0,0,10,4,7
5,54.0,0,3.19,2.35,2.9,2.88,2.45,3.0,0,0,0,6,0,0,0,2,0,0,0,10,4,23
1,54.0,0,2.31,2.98,2.03,2.28,2.55,2.59,0,0,1,6,0,0,0,2,0,0,0,4,4,40
1,54.0,0,3.19,1.75,2.48,3.31,2.86,1.72,0,0,1,6,0,0,0,2,0,0,0,4,4,2
1,54.0,0,2.73,3.2,2.5,2.93,2.0,2.7,0,0,1,6,0,0,0,2,0,0,0,4,4,3
1,54.0,0,2.99,2.25,3.0,3.15,3.5,2.8,0,0,1,6,0,0,0,2,0,0,0,4,4,11
1,54.0,0,2.55,3.2,2.75,2.8,3.3,2.75,0,0,1,6,0,0,0,2,0,0,0,4,4,49
1,54.0,0,2.32,3.22,1.61,2.73,3.33,2.83,0,0,1,6,0,0,0,2,0,0,0,4,4,45
2,54.0,0,3.08,-1.0,2.0,0.97,-1.0,-1.0,0,0,0,6,0,0,0,2,0,0,0,4,4,12
2,54.0,0,2.58,-1.0,2.77,0.76,-1.0,-1.0,0,0,0,6,0,0,0,2,0,0,0,4,4,13
