ciclo_academico,edad,numero_discapacidades,aab1_nota,acdb1_nota,apeb1_nota,aab2_nota,acdb2_nota,apeb2_nota,Status_codificado,Sexo_codificado,tipo_de_est_programa_codificado,tipo_de_ingreso_codificado,estatus_curso_codificado,discapacidad_codificado,region_codificado,tipo_de_pago_codificado,descripcion_beca_codificado,descripcion_descuento_codificado,convenios_contratos_codificado,formas_pago_codificado,tipo_discapacidad_codificado,curso_codificado
5,33.0,0,2.8,3.1,3.0,2.62,2.96,2.37,0,0,0,0,0,0,0,1,0,0,1,21,4,7
5,33.0,0,2.39,3.5,2.9,2.69,2.3,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,23
6,33.0,0,3.14,3.5,2.7,2.18,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,8
6,33.0,0,2.56,2.9,2.85,2.95,2.63,2.14,0,0,0,0,0,0,0,1,0,0,1,21,4,24
6,33.0,0,3.25,3.35,3.0,3.06,3.35,2.6,0,0,0,0,0,0,0,1,0,0,1,21,4,25
6,33.0,0,2.74,3.5,2.85,2.98,3.4,1.1,0,0,0,0,0,0,0,1,0,0,1,21,4,26
6,33.0,0,3.14,3.5,2.7,3.31,3.5,1.5,0,0,0,0,0,0,0,1,0,0,1,21,4,27
6,33.0,0,3.4,3.5,3.0,3.28,2.8,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,29
7,33.0,0,3.31,3.2,2.7,3.31,3.5,2.8,0,0,0,0,0,0,0,1,0,0,1,21,4,9
7,33.0,0,2.94,3.5,2.7,2.94,3.35,2.85,0,0,0,0,0,0,0,1,0,0,1,21,4,1
7,33.0,0,2.73,3.15,2.6,3.25,3.5,2.8,0,0,0,0,0,0,0,1,0,0,1,21,4,30
7,33.0,0,3.33,3.5,3.0,3.08,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,31
7,33.0,0,3.0,3.5,3.0,2.78,3.1,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,33
2,33.0,0,3.08,3.25,3.0,3.08,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,12
2,33.0,0,2.87,3.5,3.0,2.75,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,47
2,33.0,0,2.96,3.28,2.7,2.96,2.7,2.18,0,0,0,0,0,0,0,1,0,0,1,21,4,13
2,33.0,0,3.04,3.5,2.84,3.05,2.95,2.8,0,0,0,0,0,0,0,1,0,0,1,21,4,14
2,33.0,0,3.25,3.13,2.9,2.73,3.5,2.68,0,0,0,0,0,0,0,1,0,0,1,21,4,50
2,33.0,0,2.94,3.5,2.71,2.78,3.5,2.81,0,0,0,0,0,0,0,1,0,0,1,21,4,46
3,33.0,0,3.01,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,15
3,33.0,0,3.09,-1.0,3.5,0.95,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,18
3,33.0,0,3.12,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,16
3,33.0,0,3.4,-1.0,3.5,0.96,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,17
3,33.0,0,3.06,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,43
3,33.0,0,3.13,-1.0,2.35,0.95,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,1,21,4,48
4,33.0,0,3.31,3.4,2.7,3.16,3.3,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,19
4,33.0,0,2.85,2.5,2.8,2.86,3.5,2.9,0,0,0,0,0,0,0,1,0,0,1,21,4,21
4,33.0,0,3.13,2.9,2.79,2.9,3.3,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,41
4,33.0,0,2.74,2.0,3.0,2.9,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,5
4,33.0,0,3.24,3.11,3.0,2.8,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,20
1,28.0,0,1.9,3.3,1.5,2.11,3.2,2.7,0,2,1,4,0,0,0,2,0,0,1,16,4,40
1,28.0,0,2.96,3.5,2.64,3.25,3.5,3.0,0,2,1,4,0,0,0,2,0,0,1,16,4,2
1,28.0,0,2.47,3.5,2.63,3.01,2.6,1.8,0,2,1,4,0,0,0,2,0,0,1,16,4,3
1,28.0,0,2.3,3.25,2.9,2.12,3.5,2.8,0,2,1,4,0,0,0,2,0,0,1,16,4,11
1,28.0,0,2.59,3.5,3.0,2.94,3.5,2.8,0,2,1,4,0,0,0,2,0,0,1,16,4,49
1,28.0,0,2.66,3.04,2.47,1.51,3.12,2.73,0,2,1,4,0,0,0,2,0,0,1,16,4,45
5,24.0,0,2.14,3.35,2.97,2.58,2.83,2.73,0,0,0,0,0,0,0,2,0,0,0,10,4,6
5,24.0,0,2.44,2.9,2.1,3.06,1.1,2.93,0,0,0,0,0,0,0,2,0,0,0,10,4,22
5,24.0,0,1.94,3.5,2.35,2.68,2.0,2.55,0,0,0,0,0,0,0,2,0,0,0,10,4,51
5,24.0,0,2.5,2.97,2.79,3.17,2.86,2.7,0,0,0,0,0,0,0,2,0,0,0,10,4,7
5,24.0,0,2.95,3.5,3.0,3.13,2.0,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,23
6,24.0,0,2.35,1.5,2.7,2.13,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,8
6,24.0,0,3.22,1.13,3.0,3.08,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,28
6,24.0,0,2.63,2.3,1.7,2.76,3.05,2.38,0,0,0,0,0,0,0,2,0,0,0,10,4,24
6,24.0,0,2.5,2.0,2.2,3.13,3.43,2.6,0,0,0,0,0,0,0,2,0,0,0,10,4,25
6,24.0,0,3.19,3.5,1.37,2.75,3.5,2.9,0,0,0,0,0,0,0,2,0,0,0,10,4,26
6,24.0,0,2.56,2.35,1.65,3.0,3.2,2.18,0,0,0,0,0,0,0,2,0,0,0,10,4,27
7,24.0,0,3.25,2.68,1.95,3.13,1.8,1.4,0,0,0,0,0,0,0,2,0,0,0,10,4,9
7,24.0,0,2.5,3.3,2.1,2.75,2.9,2.35,0,0,0,0,0,0,0,2,0,0,0,10,4,1
7,24.0,0,2.75,3.5,0.3,3.25,3.13,2.4,0,0,0,0,0,0,0,2,0,0,0,10,4,30
7,24.0,0,3.17,2.5,1.05,3.42,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,31
7,24.0,0,3.16,3.5,2.4,2.95,3.3,2.4,0,0,0,0,0,0,0,2,0,0,0,10,4,32
2,24.0,0,3.08,3.2,2.0,3.44,3.5,1.88,0,0,0,0,0,0,0,2,0,0,0,10,4,12
2,24.0,0,3.0,3.5,3.0,3.22,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,47
2,24.0,0,2.75,3.35,2.85,3.35,3.5,2.78,0,0,0,0,0,0,0,2,0,0,0,10,4,13
2,24.0,0,3.06,3.43,2.41,3.07,3.35,2.77,0,0,0,0,0,0,0,2,0,0,0,10,4,14
2,24.0,0,3.44,3.5,2.9,3.44,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,50
2,24.0,0,3.23,3.5,2.92,3.19,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,46
3,24.0,0,3.38,-1.0,3.1,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,15
3,24.0,0,3.19,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,18
3,24.0,0,3.38,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,16
3,24.0,0,3.15,-1.0,3.0,0.98,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,17
3,24.0,0,3.06,-1.0,3.34,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,43
3,24.0,0,3.5,-1.0,2.65,0.95,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,48
4,24.0,0,2.8,3.4,2.7,3.31,3.0,2.25,0,0,0,0,0,0,0,2,0,0,0,10,4,19
4,24.0,0,2.65,2.31,1.65,3.19,2.81,2.03,0,0,0,0,0,0,0,2,0,0,0,10,4,21
4,24.0,0,3.03,3.2,2.39,2.94,2.7,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,41
4,24.0,0,2.64,3.5,3.0,3.04,1.5,2.7,0,0,0,0,0,0,0,2,0,0,0,10,4,5
4,24.0,0,3.38,3.5,2.5,3.16,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,20
2,28.0,0,2.82,2.4,1.29,2.32,1.05,1.85,1,2,0,0,0,0,0,1,1,0,1,21,4,14
2,28.0,0,2.94,3.3,3.0,2.81,1.5,1.0,0,2,0,0,0,0,0,1,1,0,1,21,4,49
6,26.0,0,3.19,3.5,3.0,3.0,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,8
6,26.0,0,3.29,3.5,3.0,3.08,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,28
6,26.0,0,3.06,3.5,2.7,3.0,3.5,2.83,0,0,0,0,0,0,0,2,0,0,1,19,4,24
6,26.0,0,3.44,3.5,2.88,3.31,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,25
6,26.0,0,3.06,3.5,2.93,3.19,3.5,2.8,0,0,0,0,0,0,0,2,0,0,1,19,4,26
6,26.0,0,3.5,3.5,3.0,3.45,3.5,2.7,0,0,0,0,0,0,0,2,0,0,1,19,4,27
7,26.0,0,3.44,3.5,2.95,3.38,3.5,2.93,0,0,0,0,0,0,0,2,0,0,1,19,4,9
7,26.0,0,3.25,3.1,2.65,3.25,3.1,2.5,0,0,0,0,0,0,0,2,0,0,1,19,4,1
7,26.0,0,2.94,3.5,2.9,3.5,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,30
7,26.0,0,3.5,3.5,2.85,3.5,3.1,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,31
7,26.0,0,3.38,3.5,3.0,3.0,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,32
8,26.0,0,3.5,3.5,2.5,3.0,3.5,2.48,0,0,0,0,0,0,0,2,0,0,1,19,4,10
8,26.0,0,3.31,3.5,3.0,3.31,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,36
8,26.0,0,3.17,3.5,3.0,3.25,3.3,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,42
8,26.0,0,3.33,3.5,2.9,3.5,3.46,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,4
8,26.0,0,3.44,3.5,3.0,3.25,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,34
3,26.0,0,2.56,3.5,3.0,3.25,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,15
3,26.0,0,2.94,3.3,2.95,3.25,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,18
3,26.0,0,2.75,3.5,3.0,3.25,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,16
3,26.0,0,3.3,3.5,2.75,3.4,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,17
3,26.0,0,2.45,3.5,2.88,3.29,3.35,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,48
4,26.0,0,3.19,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,1,19,4,19
4,26.0,0,3.0,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,1,19,4,21
4,26.0,0,2.75,-1.0,3.35,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,1,19,4,41
4,26.0,0,2.11,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,1,19,4,5
4,26.0,0,3.25,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,1,19,4,20
5,26.0,0,2.75,3.4,2.7,3.44,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,6
5,26.0,0,2.56,3.4,3.0,2.81,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,22
5,26.0,0,2.44,3.5,2.35,3.49,3.5,2.78,0,0,0,0,0,0,0,2,0,0,1,19,4,51
5,26.0,0,3.08,3.44,2.78,3.17,3.5,2.9,0,0,0,0,0,0,0,2,0,0,1,19,4,7
5,26.0,0,2.81,3.5,3.0,3.25,3.5,3.0,0,0,0,0,0,0,0,2,0,0,1,19,4,23
3,20.0,0,1.81,0.6,3.0,1.75,2.35,2.8,0,0,1,3,0,0,0,2,0,0,0,10,4,15
3,20.0,0,2.44,2.8,1.5,2.94,3.1,2.1,0,0,1,3,0,0,0,2,0,0,0,10,4,19
3,20.0,0,2.25,3.3,1.95,1.83,3.35,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,40
3,20.0,0,1.83,2.8,0.98,1.33,3.05,2.8,1,0,1,3,0,0,0,2,0,0,0,10,4,48
3,20.0,0,2.0,3.44,2.8,2.31,3.5,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,49
3,20.0,0,2.5,3.5,2.93,1.63,3.1,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,48
3,20.0,0,1.88,3.5,2.93,1.94,2.7,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,50
3,20.0,0,2.25,3.5,2.6,2.19,3.5,2.2,0,0,1,3,0,0,0,2,0,0,0,10,4,18
3,20.0,0,2.0,3.5,3.0,2.0,3.5,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,16
3,20.0,0,1.75,3.5,3.0,1.69,1.5,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,41
3,20.0,0,2.38,3.5,3.0,2.81,3.5,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,43
1,20.0,0,1.9,-1.0,2.4,1.0,-1.0,-1.0,1,0,1,3,0,0,0,2,0,0,0,4,4,40
1,20.0,0,2.88,-1.0,3.5,1.0,-1.0,-1.0,0,0,1,3,0,0,0,2,0,0,0,4,4,2
1,20.0,0,2.0,-1.0,3.5,1.0,-1.0,-1.0,0,0,1,3,0,0,0,2,0,0,0,4,4,3
1,20.0,0,2.67,-1.0,3.0,0.95,-1.0,-1.0,0,0,1,3,0,0,0,2,0,0,0,4,4,11
1,20.0,0,2.66,-1.0,2.3,0.86,-1.0,-1.0,0,0,1,3,0,0,0,2,0,0,0,4,4,45
2,20.0,0,2.06,2.75,1.62,2.31,3.5,2.33,0,0,1,3,0,0,0,2,0,0,0,10,4,12
2,20.0,0,2.45,3.1,3.0,1.88,3.1,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,47
2,20.0,0,2.1,2.84,2.4,1.49,3.05,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,13
2,20.0,0,1.83,2.7,2.5,1.9,3.43,2.6,0,0,1,3,0,0,0,2,0,0,0,10,4,14
2,20.0,0,2.25,3.03,3.0,2.44,3.35,3.0,0,0,1,3,0,0,0,2,0,0,0,10,4,46
3,22.0,0,3.0,0.0,2.48,1.0,0.0,3.0,1,1,0,6,0,0,0,1,0,0,0,21,4,48
3,22.0,0,2.42,3.24,0.86,2.67,2.7,1.0,1,1,0,6,0,0,0,1,0,0,0,21,4,14
3,22.0,0,3.19,3.5,3.0,1.0,3.5,3.0,0,1,0,6,0,0,0,1,0,0,0,21,4,43
1,22.0,0,2.59,2.63,1.61,2.58,3.5,3.0,0,1,1,6,0,0,0,1,0,0,0,21,4,40
1,22.0,0,2.75,3.28,2.85,3.25,3.3,3.0,0,1,1,6,0,0,0,1,0,0,0,21,4,2
1,22.0,0,2.74,2.6,2.98,2.9,3.11,3.0,0,1,1,6,0,0,0,1,0,0,0,21,4,3
1,22.0,0,3.0,1.0,3.0,2.83,0.0,1.0,1,1,1,6,0,0,0,1,0,0,0,21,4,11
1,22.0,0,3.13,2.95,2.8,3.0,3.1,3.0,0,1,1,6,0,0,0,1,0,0,0,21,4,49
1,22.0,0,2.66,3.21,2.97,2.6,3.16,2.85,0,1,1,6,0,0,0,1,0,0,0,21,4,45
2,22.0,0,3.17,-1.0,3.0,1.0,-1.0,-1.0,1,1,0,6,0,0,0,1,0,0,0,21,4,12
2,22.0,0,2.63,-1.0,3.2,1.0,-1.0,-1.0,0,1,0,6,0,0,0,1,0,0,0,21,4,41
2,22.0,0,3.0,-1.0,3.35,1.0,-1.0,-1.0,0,1,0,6,0,0,0,1,0,0,0,21,4,47
2,22.0,0,1.81,-1.0,3.5,1.0,-1.0,-1.0,0,1,0,6,0,0,0,1,0,0,0,21,4,11
2,22.0,0,2.45,-1.0,1.35,1.0,-1.0,-1.0,1,1,0,6,0,0,0,1,0,0,0,21,4,13
2,22.0,0,3.35,-1.0,0.65,0.75,-1.0,-1.0,1,1,0,6,0,0,0,1,0,0,0,21,4,50
2,22.0,0,3.0,-1.0,1.8,0.99,-1.0,-1.0,0,1,0,6,0,0,0,1,0,0,0,21,4,46
2,22.0,0,1.75,3.0,-1.0,2.88,1.5,0.83,1,1,0,6,0,0,0,1,0,0,0,21,4,12
2,22.0,0,2.13,2.2,3.0,3.06,1.5,3.0,0,1,0,6,0,0,0,1,0,0,0,21,4,15
2,22.0,0,1.88,0.0,1.02,2.63,0.0,1.5,1,1,0,6,0,0,0,1,0,0,0,21,4,48
2,22.0,0,2.0,0.0,2.85,2.25,3.13,1.0,1,1,0,6,0,0,0,1,0,0,0,21,4,13
2,22.0,0,2.67,2.8,1.0,2.6,1.4,1.0,1,1,0,6,0,0,0,1,0,0,0,21,4,14
2,22.0,0,3.38,3.17,3.0,3.45,1.5,3.0,0,1,0,6,0,0,0,1,0,0,0,21,4,50
7,23.0,0,2.61,3.5,2.85,2.0,3.5,2.7,0,0,0,0,0,0,0,1,0,0,0,21,4,8
7,23.0,0,2.75,3.5,2.5,2.48,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,30
7,23.0,0,2.33,3.5,3.0,2.75,3.5,2.9,0,0,0,0,0,0,0,1,0,0,0,21,4,33
8,23.0,0,2.31,3.1,2.48,3.5,3.33,2.61,0,0,0,0,0,0,0,2,0,0,0,4,4,9
8,23.0,0,2.5,3.2,2.65,3.0,3.15,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,24
8,23.0,0,3.0,3.3,3.0,2.83,3.1,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,34
8,23.0,0,2.37,3.5,2.36,2.68,3.5,2.1,0,0,0,0,0,0,0,2,0,0,0,4,4,39
8,23.0,0,3.05,3.5,3.0,2.27,3.41,2.6,0,0,0,0,0,0,0,2,0,0,0,4,4,37
8,23.0,0,2.83,3.5,2.6,2.75,3.5,2.63,0,0,0,0,0,0,0,1,0,0,0,21,4,10
8,23.0,0,3.08,3.5,3.0,2.94,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,42
8,23.0,0,3.17,3.5,3.0,3.42,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,31
8,23.0,0,3.41,3.5,3.0,2.87,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,38
8,23.0,0,3.31,3.5,3.0,2.88,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,52
4,23.0,0,3.31,3.5,3.0,3.04,3.5,2.63,0,0,0,0,0,0,0,2,0,0,0,4,4,12
4,23.0,0,3.01,3.5,3.0,3.23,3.5,2.73,0,0,0,0,0,0,0,2,0,0,0,4,4,21
4,23.0,0,3.38,3.5,3.0,2.88,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,41
4,23.0,0,2.25,2.0,3.0,2.58,3.5,2.7,0,0,0,0,0,0,0,2,0,0,0,4,4,5
4,23.0,0,2.4,3.5,2.7,3.22,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,13
4,23.0,0,2.94,3.5,3.0,2.78,1.49,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,20
5,23.0,0,2.2,-1.0,3.3,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,22
5,23.0,0,3.19,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,16
5,23.0,0,2.56,-1.0,1.8,0.93,-1.0,-1.0,1,0,0,0,0,0,0,2,0,0,0,4,4,24
5,23.0,0,2.44,-1.0,3.5,0.94,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,51
5,23.0,0,3.0,-1.0,3.2,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,7
5,23.0,0,2.95,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,23
6,23.0,0,2.63,3.5,2.93,2.64,3.3,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,6
6,23.0,0,2.94,3.5,2.78,2.44,3.3,2.7,0,0,0,0,0,0,0,2,0,0,0,4,4,1
6,23.0,0,3.13,3.5,2.25,3.13,3.5,2.68,0,0,0,0,0,0,0,2,0,0,0,4,4,25
6,23.0,0,2.97,3.35,2.85,2.94,3.26,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,26
6,23.0,0,2.94,3.5,3.0,2.67,3.5,2.7,0,0,0,0,0,0,0,2,0,0,0,4,4,27
6,23.0,0,3.1,3.0,2.9,2.98,3.0,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,29
2,19.0,0,2.38,2.75,1.5,2.81,2.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,12
2,19.0,0,2.63,2.9,2.1,1.6,3.35,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,47
2,19.0,0,2.23,0.0,3.0,2.25,2.73,1.0,1,0,0,6,0,0,0,2,0,0,1,16,4,13
2,19.0,0,2.9,3.24,2.85,3.23,3.46,2.74,0,0,0,6,0,0,0,2,0,0,1,16,4,50
2,19.0,0,2.3,3.3,3.0,2.44,3.12,2.98,0,0,0,6,0,0,0,2,0,0,1,16,4,46
3,19.0,0,1.75,3.05,3.0,3.25,3.4,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,15
3,19.0,0,2.63,3.5,2.78,3.0,3.35,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,48
3,19.0,0,2.63,3.5,3.0,3.31,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,16
3,19.0,0,1.56,2.48,2.13,2.11,2.9,2.05,1,0,0,6,0,0,0,2,0,0,1,16,4,13
3,19.0,0,1.58,1.86,2.5,2.17,2.73,1.0,1,0,0,6,0,0,0,2,0,0,1,16,4,14
3,19.0,0,2.44,3.35,3.0,2.88,3.35,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,43
1,19.0,0,1.85,2.65,2.55,1.6,3.2,2.7,0,0,1,6,0,0,0,2,0,0,1,16,4,40
1,19.0,0,2.71,3.5,2.79,2.81,3.5,1.82,0,0,1,6,0,0,0,2,0,0,1,16,4,2
1,19.0,0,2.19,3.5,2.37,2.67,2.0,2.4,0,0,1,6,0,0,0,2,0,0,1,16,4,3
1,19.0,0,3.0,3.5,2.9,2.33,3.38,1.0,0,0,1,6,0,0,0,2,0,0,1,16,4,11
1,19.0,0,2.94,3.45,2.9,3.0,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,16,4,49
1,19.0,0,2.36,3.5,2.9,2.9,3.27,3.0,0,0,1,6,0,0,0,2,0,0,1,16,4,45
2,25.0,0,2.83,3.5,3.0,2.94,3.5,0.98,0,0,0,6,0,0,0,1,1,0,1,21,4,12
2,25.0,0,3.23,2.25,3.0,2.21,2.9,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,41
2,25.0,0,2.56,3.2,2.7,2.23,3.5,2.7,0,0,0,6,0,0,0,1,1,0,1,21,4,47
2,25.0,0,2.3,3.5,2.4,2.28,3.5,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,13
2,25.0,0,2.73,3.5,2.88,2.92,3.5,2.78,0,0,0,6,0,0,0,1,1,0,1,21,4,14
2,25.0,0,2.65,3.24,2.66,2.93,3.44,2.93,0,0,0,6,0,0,0,1,1,0,1,21,4,50
2,25.0,0,2.43,2.85,2.82,2.81,2.97,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,46
3,25.0,0,2.06,3.35,2.6,2.44,3.5,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,15
3,25.0,0,3.19,3.5,2.5,2.73,3.35,2.6,0,0,0,6,0,0,0,1,1,0,1,21,4,18
3,25.0,0,3.06,3.5,2.4,3.0,3.5,2.25,0,0,0,6,0,0,0,1,1,0,1,21,4,19
3,25.0,0,2.18,3.2,2.85,2.88,2.85,2.6,0,0,0,6,0,0,0,1,1,0,1,21,4,48
3,25.0,0,2.97,3.5,3.0,2.97,3.5,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,16
3,25.0,0,2.2,3.5,3.0,2.18,3.18,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,17
3,25.0,0,2.94,3.43,3.0,2.5,3.43,2.7,0,0,0,6,0,0,0,1,1,0,1,21,4,43
4,25.0,0,2.45,3.25,2.4,2.73,2.7,2.4,0,0,0,6,0,0,0,1,1,0,1,21,4,6
4,25.0,0,2.25,2.5,1.3,2.38,3.2,2.3,0,0,0,6,0,0,0,1,1,0,1,21,4,1
4,25.0,0,2.21,2.0,1.48,2.0,3.5,1.93,1,0,0,6,0,0,0,1,1,0,1,21,4,21
4,25.0,0,1.86,3.3,3.0,2.38,3.5,3.0,0,0,0,6,0,0,0,1,1,0,1,21,4,5
4,25.0,0,2.85,2.98,2.87,2.28,3.5,2.88,0,0,0,6,0,0,0,1,1,0,1,21,4,20
1,25.0,0,2.06,3.5,3.0,1.6,3.5,3.0,0,0,1,6,0,0,0,1,1,0,1,21,4,40
1,25.0,0,2.63,3.5,2.97,3.25,3.4,2.85,0,0,1,6,0,0,0,1,1,0,1,21,4,2
1,25.0,0,2.12,3.5,2.84,2.64,3.5,2.85,0,0,1,6,0,0,0,1,1,0,1,21,4,3
1,25.0,0,2.14,3.45,3.0,2.33,3.19,3.0,0,0,1,6,0,0,0,1,1,0,1,21,4,11
1,25.0,0,2.4,3.3,3.0,2.7,3.2,3.0,0,0,1,6,0,0,0,1,1,0,1,21,4,49
1,25.0,0,1.7,3.33,3.0,1.97,3.5,3.0,0,0,1,6,0,0,0,1,1,0,1,21,4,45
2,34.0,0,2.55,3.5,2.7,2.38,3.5,2.7,0,0,0,0,0,0,0,1,0,0,1,21,4,13
2,34.0,0,3.28,3.5,2.81,3.44,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,50
2,34.0,0,2.76,3.5,2.68,2.44,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,46
3,34.0,0,2.78,3.5,3.0,2.81,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,16
3,34.0,0,2.5,3.5,2.4,1.35,3.5,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,47
3,34.0,0,2.63,3.5,1.05,2.8,3.5,2.03,0,0,0,0,0,0,0,1,0,0,1,21,4,17
3,34.0,0,3.08,3.43,3.0,2.65,3.43,3.0,0,0,0,0,0,0,0,1,0,0,1,21,4,43
4,34.0,0,2.38,3.5,2.8,2.14,3.5,2.6,0,0,0,0,0,0,0,1,0,0,1,21,4,18
4,34.0,0,3.13,3.5,2.78,3.0,3.15,1.2,0,0,0,0,0,0,0,1,0,0,1,21,4,19
