ciclo_academico,region,porcentaje_de_beca,formas_de_pago,edad,porcentaje_de_discapacidades,numero_discapacidades,numero_reprobaciones,aab1_nota,acdb1_nota,apeb1_nota,aab2_nota,acdb2_nota,apeb2_nota,final_nota,tasa_aprobacion,Sexo,Tipo_de_est_programa,Tipo_de_ingreso,Estatus_curso,Discapacidad,Status,Tipo_de_pago,Descripcion_beca,Descripcion_descuento,Convenios_contratos,Formas_pago,Tipo_discapacidad,Curso
7,0,18.0,3,29.0,0,0,1,3.13,3.15,1.3,3.06,0.0,0.0,5.29,0.5,0,0,0,0,0,1,1,0,0,0,3,4,30
7,0,18.0,3,29.0,0,0,0,3.17,3.5,3.0,1.0,1.5,3.0,7.59,0.67,0,0,0,0,0,0,1,0,0,0,3,4,31
7,0,18.0,3,29.0,0,0,0,2.71,3.5,2.81,2.34,0.0,2.85,7.11,0.67,0,0,0,0,0,0,1,0,0,0,3,4,39
7,0,18.0,3,29.0,0,0,0,3.44,3.5,3.0,2.66,2.0,0.0,7.3,0.67,0,0,0,0,0,0,1,0,0,0,3,4,33
2,0,26.0,3,29.0,0,0,0,3.31,3.5,2.85,3.44,3.5,3.0,9.8,1.0,0,0,0,0,0,0,1,0,0,0,3,4,12
2,0,26.0,3,29.0,0,0,0,3.38,3.35,3.0,2.31,3.15,3.0,9.1,0.83,0,0,0,0,0,0,1,0,0,0,3,4,41
2,0,26.0,3,29.0,0,0,0,3.13,3.5,3.0,2.75,3.5,3.0,9.4,1.0,0,0,0,0,0,0,1,0,0,0,3,4,47
2,0,26.0,3,29.0,0,0,0,2.77,3.43,3.0,3.19,3.5,2.97,9.4,1.0,0,0,0,0,0,0,1,0,0,0,3,4,13
2,0,26.0,3,29.0,0,0,0,2.92,3.5,2.91,2.33,3.35,2.92,9.0,0.83,0,0,0,0,0,0,1,0,0,0,3,4,14
2,0,26.0,3,29.0,0,0,0,3.47,3.0,2.7,3.44,3.5,2.75,9.4,1.0,0,0,0,0,0,0,1,0,0,0,3,4,50
2,0,26.0,3,29.0,0,0,0,2.88,3.5,3.0,3.44,3.5,3.0,9.7,1.0,0,0,0,0,0,0,1,0,0,0,3,4,46
3,0,28.0,3,29.0,0,0,0,3.13,-1.0,3.43,1.0,-1.0,-1.0,9.6,0.33,0,0,0,0,0,0,1,0,0,0,3,4,15
3,0,28.0,3,29.0,0,0,0,2.75,-1.0,2.0,1.0,-1.0,-1.0,8.1,0.17,0,0,0,0,0,0,1,0,0,0,3,4,18
3,0,28.0,3,29.0,0,0,0,3.44,-1.0,3.3,1.0,-1.0,-1.0,8.8,0.33,0,0,0,0,0,0,1,0,0,0,3,4,19
3,0,28.0,3,29.0,0,0,0,3.19,-1.0,3.5,1.0,-1.0,-1.0,8.8,0.33,0,0,0,0,0,0,1,0,0,0,3,4,16
3,0,28.0,3,29.0,0,0,0,3.3,-1.0,3.0,1.0,-1.0,-1.0,8.9,0.33,0,0,0,0,0,0,1,0,0,0,3,4,17
3,0,28.0,3,29.0,0,0,0,2.94,-1.0,2.0,1.0,-1.0,-1.0,8.7,0.17,0,0,0,0,0,0,1,0,0,0,3,4,43
3,0,28.0,3,29.0,0,0,0,3.45,-1.0,1.8,1.0,-1.0,-1.0,8.7,0.17,0,0,0,0,0,0,1,0,0,0,3,4,48
4,0,20.0,3,29.0,0,0,0,3.29,3.31,2.96,3.45,3.28,2.74,9.52,1.0,0,0,0,0,0,0,1,0,0,0,3,4,6
4,0,20.0,3,29.0,0,0,0,2.38,3.5,2.5,2.75,3.2,2.45,8.39,0.83,0,0,0,0,0,0,1,0,0,0,3,4,1
4,0,20.0,3,29.0,0,0,0,2.81,2.5,2.1,3.19,2.81,2.7,8.06,1.0,0,0,0,0,0,0,1,0,0,0,3,4,21
4,0,20.0,3,29.0,0,0,0,2.92,3.5,3.0,3.21,2.9,3.0,9.27,1.0,0,0,0,0,0,0,1,0,0,0,3,4,5
4,0,20.0,3,29.0,0,0,0,3.41,3.5,3.0,3.31,3.5,3.0,9.86,1.0,0,0,0,0,0,0,1,0,0,0,3,4,20
4,0,10.0,2,30.0,0,0,0,2.89,3.5,3.0,3.31,3.3,1.9,8.95,0.83,0,0,0,0,0,0,2,0,0,0,2,4,6
4,0,10.0,2,30.0,0,0,0,2.17,3.5,2.98,2.63,1.5,2.8,7.79,0.67,0,0,0,0,0,0,2,0,0,0,2,4,1
4,0,10.0,2,30.0,0,0,0,3.38,3.5,2.3,3.06,2.75,2.02,8.51,0.83,0,0,0,0,0,0,2,0,0,0,2,4,21
4,0,10.0,2,30.0,0,0,0,2.88,3.2,3.0,3.2,3.5,3.0,9.39,1.0,0,0,0,0,0,0,2,0,0,0,2,4,5
4,0,10.0,2,30.0,0,0,0,2.94,3.24,2.0,2.88,2.8,3.0,8.43,0.83,0,0,0,0,0,0,2,0,0,0,2,4,20
5,0,20.0,3,30.0,0,0,0,2.69,3.5,2.7,2.69,3.5,3.0,9.04,1.0,0,0,0,0,0,0,1,0,0,0,3,4,8
5,0,20.0,3,30.0,0,0,0,3.01,3.4,2.85,2.5,2.9,2.93,8.8,1.0,0,0,0,0,0,0,1,0,0,0,3,4,22
5,0,20.0,3,30.0,0,0,0,3.11,3.5,2.25,2.38,3.5,2.25,8.5,0.83,0,0,0,0,0,0,1,0,0,0,3,4,51
5,0,20.0,3,30.0,0,0,0,3.5,2.31,2.0,3.17,3.24,2.18,8.2,0.67,0,0,0,0,0,0,1,0,0,0,3,4,7
5,0,20.0,3,30.0,0,0,0,2.88,3.2,3.0,3.19,3.5,2.8,9.29,1.0,0,0,0,0,0,0,1,0,0,0,3,4,23
6,0,20.0,3,30.0,0,0,0,3.44,3.18,2.78,3.19,2.7,1.7,8.5,0.83,0,0,0,0,0,0,1,0,0,0,3,4,9
6,0,20.0,3,30.0,0,0,0,3.3,3.5,2.85,3.07,3.13,3.0,9.43,1.0,0,0,0,0,0,0,1,0,0,0,3,4,28
6,0,20.0,3,30.0,0,0,0,2.88,3.3,2.8,3.19,3.5,2.53,9.1,1.0,0,0,0,0,0,0,1,0,0,0,3,4,24
6,0,20.0,3,30.0,0,0,0,3.38,2.9,3.0,3.06,3.5,2.0,8.92,0.83,0,0,0,0,0,0,1,0,0,0,3,4,25
6,0,20.0,3,30.0,0,0,0,3.19,3.5,2.7,3.38,3.3,1.05,8.56,0.83,0,0,0,0,0,0,1,0,0,0,3,4,26
6,0,20.0,3,30.0,0,0,0,2.88,3.5,2.55,3.19,2.9,1.8,8.41,0.83,0,0,0,0,0,0,1,0,0,0,3,4,27
2,0,50.0,3,30.0,0,0,0,3.19,3.5,3.0,3.19,3.5,3.0,9.7,1.0,0,0,0,0,0,0,1,0,0,0,3,4,12
2,0,50.0,3,30.0,0,0,0,3.25,3.5,3.0,2.03,3.5,3.0,9.1,0.83,0,0,0,0,0,0,1,0,0,0,3,4,41
2,0,50.0,3,30.0,0,0,0,2.92,3.2,3.0,3.38,3.5,3.0,9.5,1.0,0,0,0,0,0,0,1,0,0,0,3,4,47
2,0,50.0,3,30.0,0,0,0,2.65,1.5,3.0,3.0,3.48,3.0,8.3,0.83,0,0,0,0,0,0,1,0,0,0,3,4,13
2,0,50.0,3,30.0,0,0,0,3.12,3.4,2.94,2.94,3.5,2.85,9.4,1.0,0,0,0,0,0,0,1,0,0,0,3,4,14
2,0,50.0,3,30.0,0,0,0,3.47,3.5,3.0,3.44,3.5,3.0,10.0,1.0,0,0,0,0,0,0,1,0,0,0,3,4,50
2,0,50.0,3,30.0,0,0,0,3.06,3.3,3.0,3.19,3.3,3.0,9.4,1.0,0,0,0,0,0,0,1,0,0,0,3,4,46
3,0,50.0,2,30.0,0,0,0,2.5,-1.0,1.5,1.0,-1.0,-1.0,8.3,0.17,0,0,0,0,0,0,2,0,0,0,2,4,15
3,0,50.0,2,30.0,0,0,1,2.81,-1.0,2.0,1.0,-1.0,-1.0,6.1,0.17,0,0,0,0,0,1,2,0,0,0,2,4,18
3,0,50.0,2,30.0,0,0,0,2.75,-1.0,3.5,1.0,-1.0,-1.0,8.4,0.33,0,0,0,0,0,0,2,0,0,0,2,4,19
3,0,50.0,2,30.0,0,0,0,2.62,-1.0,1.75,1.0,-1.0,-1.0,7.7,0.17,0,0,0,0,0,0,2,0,0,0,2,4,16
3,0,50.0,2,30.0,0,0,1,2.45,-1.0,0.0,1.0,-1.0,-1.0,5.3,0.17,0,0,0,0,0,1,2,0,0,0,2,4,17
3,0,50.0,2,30.0,0,0,0,2.63,-1.0,3.5,1.0,-1.0,-1.0,9.3,0.33,0,0,0,0,0,0,2,0,0,0,2,4,43
3,0,50.0,2,30.0,0,0,1,2.88,-1.0,1.4,1.0,-1.0,-1.0,5.6,0.17,0,0,0,0,0,1,2,0,0,0,2,4,48
3,0,50.0,2,30.0,0,0,1,3.25,3.5,2.9,3.13,3.5,3.0,9.64,1.0,0,0,0,0,0,0,2,0,0,0,2,4,18
3,0,50.0,2,30.0,0,0,1,3.13,3.15,3.0,3.13,3.05,2.45,8.96,1.0,0,0,0,0,0,0,2,0,0,0,2,4,48
3,0,50.0,2,30.0,0,0,1,3.28,3.5,3.0,2.8,3.5,3.0,9.54,1.0,0,0,0,0,0,0,2,0,0,0,2,4,17
2,2,5.0,1,45.0,0,0,0,2.25,3.1,3.0,2.38,3.5,3.0,8.62,0.67,1,1,3,0,0,0,2,0,0,1,1,4,47
2,2,5.0,1,45.0,0,0,0,2.44,1.13,2.7,2.63,3.3,1.7,7.05,0.5,1,1,3,0,0,0,2,0,0,1,1,4,13
2,2,5.0,1,45.0,0,0,1,2.42,2.0,1.47,2.5,3.46,1.0,5.72,0.33,1,1,3,0,0,1,2,0,0,1,1,4,14
2,2,5.0,1,45.0,0,0,0,2.77,2.46,2.85,2.25,2.63,3.0,7.98,0.83,1,1,3,0,0,0,2,0,0,1,1,4,50
3,2,5.0,1,45.0,0,0,0,2.5,2.85,2.48,3.0,0.9,2.8,7.27,0.83,1,1,3,0,0,0,2,0,0,1,1,4,48
3,2,5.0,1,45.0,0,0,0,3.19,3.5,3.0,2.5,3.5,3.0,9.35,1.0,1,1,3,0,0,0,2,0,0,1,1,4,16
3,2,5.0,1,45.0,0,0,1,2.54,3.5,1.0,2.58,3.38,1.5,7.25,0.67,1,1,3,0,0,0,2,0,0,1,1,4,14
3,2,5.0,1,45.0,0,0,0,2.75,2.9,3.0,3.44,3.5,3.0,9.3,1.0,1,1,3,0,0,0,2,0,0,1,1,4,15
3,2,5.0,1,45.0,0,0,0,3.19,3.5,2.55,3.13,3.5,2.8,9.34,1.0,1,1,3,0,0,0,2,0,0,1,1,4,18
3,2,5.0,1,45.0,0,0,0,2.25,3.2,3.0,2.88,3.31,3.0,8.82,0.83,1,1,3,0,0,0,2,0,0,1,1,4,43
1,2,0.0,1,45.0,0,0,0,2.1,-1.0,3.2,1.0,-1.0,-1.0,8.5,0.17,1,1,3,0,0,0,2,0,0,1,1,4,3
1,2,0.0,1,45.0,0,0,0,2.62,-1.0,3.25,1.0,-1.0,-1.0,8.2,0.33,1,1,3,0,0,0,2,0,0,1,1,4,11
1,2,0.0,1,45.0,0,0,0,2.43,-1.0,3.33,0.86,-1.0,-1.0,8.8,0.17,1,1,3,0,0,0,2,0,0,1,1,4,45
2,2,5.0,1,45.0,0,0,0,2.75,3.3,1.35,3.19,3.5,3.0,8.55,0.83,1,1,3,0,0,0,2,0,0,1,1,4,12
2,2,5.0,1,45.0,0,0,0,2.34,3.3,3.0,2.38,3.5,1.5,8.01,0.5,1,1,3,0,0,0,2,0,0,1,1,4,40
2,2,5.0,1,45.0,0,0,0,2.5,3.45,3.0,3.13,3.08,3.0,9.08,1.0,1,1,3,0,0,0,2,0,0,1,1,4,46
1,0,0.0,2,23.0,0,0,2,0.8,1.5,1.45,2.56,0.0,1.5,3.91,0.17,0,0,0,0,0,1,2,0,0,1,2,4,2
2,0,0.0,1,23.0,0,0,1,2.72,0.0,2.35,2.77,0.0,-1.0,3.92,0.5,0,0,0,0,0,1,2,0,0,1,1,4,50
1,0,40.0,1,28.0,0,0,0,1.95,3.5,3.0,1.91,3.5,2.85,8.36,0.67,2,1,6,0,0,0,2,0,0,1,1,4,40
1,0,40.0,1,28.0,0,0,0,2.59,3.5,2.79,2.83,3.5,3.0,9.11,1.0,2,1,6,0,0,0,2,0,0,1,1,4,2
1,0,40.0,1,28.0,0,0,0,2.0,3.5,2.7,2.45,3.2,2.7,8.28,0.83,2,1,6,0,0,0,2,0,0,1,1,4,3
1,0,40.0,1,28.0,0,0,0,2.97,3.5,2.9,2.22,3.5,2.8,8.95,0.83,2,1,6,0,0,0,2,0,0,1,1,4,11
1,0,40.0,1,28.0,0,0,0,2.31,3.5,3.0,2.81,3.5,2.6,8.86,0.83,2,1,6,0,0,0,2,0,0,1,1,4,49
1,0,40.0,1,28.0,0,0,0,2.5,3.5,2.76,2.97,3.5,3.0,9.12,1.0,2,1,6,0,0,0,2,0,0,1,1,4,45
2,0,40.0,1,28.0,0,0,0,3.06,3.35,2.63,3.38,3.5,1.88,8.9,0.83,2,0,6,0,0,0,2,0,0,1,1,4,12
2,0,40.0,1,28.0,0,0,0,3.13,3.1,3.0,2.38,3.5,3.0,9.06,0.83,2,0,6,0,0,0,2,0,0,1,1,4,47
2,0,40.0,1,28.0,0,0,0,2.0,3.15,2.85,2.43,3.23,1.8,7.73,0.5,2,0,6,0,0,0,2,0,0,1,1,4,13
2,0,40.0,1,28.0,0,0,0,2.23,3.35,3.0,2.37,2.6,2.73,8.14,0.67,2,0,6,0,0,0,2,0,0,1,1,4,14
2,0,40.0,1,28.0,0,0,0,3.06,3.23,2.73,2.99,3.26,3.0,9.14,1.0,2,0,6,0,0,0,2,0,0,1,1,4,50
2,0,40.0,1,28.0,0,0,0,2.5,3.4,3.0,2.88,3.46,3.0,9.12,1.0,2,0,6,0,0,0,2,0,0,1,1,4,46
3,0,18.0,1,32.0,0,0,1,2.88,3.1,-1.0,2.44,3.5,1.0,6.72,0.5,1,0,0,0,0,1,2,0,0,0,1,4,18
3,0,18.0,1,32.0,0,0,0,2.33,1.8,1.5,2.33,3.35,2.8,7.06,0.33,1,0,0,0,0,0,2,0,0,0,1,4,48
3,0,10.0,1,32.0,0,0,1,2.75,3.5,0.4,3.0,3.5,3.0,8.08,0.83,1,0,0,0,0,0,2,0,0,0,1,4,18
3,0,10.0,1,32.0,0,0,0,3.2,3.07,0.68,3.4,3.5,0.53,7.19,0.67,1,0,0,0,0,0,2,0,0,0,1,4,17
3,0,10.0,1,32.0,0,0,0,3.14,3.28,2.9,3.0,3.5,3.0,9.41,1.0,1,0,0,0,0,0,2,0,0,0,1,4,43
4,0,10.0,1,32.0,0,0,0,3.44,3.3,1.43,3.13,3.5,0.98,7.89,0.67,1,0,0,0,0,0,2,0,0,0,1,4,19
4,0,10.0,1,32.0,0,0,1,2.94,3.19,0.0,2.81,0.0,0.0,4.47,0.5,1,0,0,0,0,1,2,0,0,0,1,4,21
4,0,10.0,1,32.0,0,0,0,3.13,3.5,3.0,3.0,2.84,2.75,9.11,1.0,1,0,0,0,0,0,2,0,0,0,1,4,20
2,0,26.0,3,32.0,0,0,0,3.19,2.0,-1.0,3.19,3.32,3.0,7.4,0.67,1,0,0,0,0,0,1,0,0,0,3,4,12
2,0,26.0,3,32.0,0,0,0,2.8,3.5,3.0,3.24,3.5,2.93,9.5,1.0,1,0,0,0,0,0,1,0,0,0,3,4,13
2,0,26.0,3,32.0,0,0,0,2.9,2.77,2.78,2.75,3.35,2.93,8.7,1.0,1,0,0,0,0,0,1,0,0,0,3,4,14
2,0,26.0,3,32.0,0,0,0,3.19,3.5,3.0,3.26,3.46,2.85,9.6,1.0,1,0,0,0,0,0,1,0,0,0,3,4,46
2,0,15.0,1,32.0,0,0,0,2.75,-1.0,3.2,1.0,-1.0,-1.0,9.3,0.33,1,0,0,0,0,0,2,0,0,0,1,4,41
2,0,15.0,1,32.0,0,0,0,3.33,-1.0,3.5,0.95,-1.0,-1.0,9.5,0.33,1,0,0,0,0,0,2,0,0,0,1,4,47
2,0,15.0,1,32.0,0,0,0,3.01,-1.0,3.25,0.89,-1.0,-1.0,8.8,0.33,1,0,0,0,0,0,2,0,0,0,1,4,50
3,0,15.0,1,32.0,0,0,0,3.44,3.5,3.0,1.0,3.5,3.0,8.72,0.83,1,0,0,0,0,0,2,0,0,0,1,4,15
3,0,15.0,1,32.0,0,0,0,3.25,3.5,3.0,0.97,3.5,3.0,8.61,0.83,1,0,0,0,0,0,2,0,0,0,1,4,16
1,0,40.0,3,28.0,0,0,0,2.34,3.35,3.0,2.35,3.5,3.0,8.77,0.67,2,1,6,0,0,0,1,0,0,1,3,4,40
1,0,40.0,3,28.0,0,0,0,3.38,3.5,3.0,3.38,3.5,3.0,9.88,1.0,2,1,6,0,0,0,1,0,0,1,3,4,2
1,0,40.0,3,28.0,0,0,0,2.67,3.5,2.78,3.3,3.5,3.0,9.38,1.0,2,1,6,0,0,0,1,0,0,1,3,4,3
1,0,40.0,3,28.0,0,0,0,3.0,3.5,2.9,2.58,3.5,2.8,9.14,1.0,2,1,6,0,0,0,1,0,0,1,3,4,11
1,0,40.0,3,28.0,0,0,0,2.88,3.5,3.0,3.06,3.5,3.0,9.47,1.0,2,1,6,0,0,0,1,0,0,1,3,4,49
1,0,40.0,3,28.0,0,0,0,2.89,3.5,3.0,2.81,3.15,3.0,9.18,1.0,2,1,6,0,0,0,1,0,0,1,3,4,45
2,0,40.0,3,28.0,0,0,0,3.06,3.0,2.63,3.44,3.5,3.0,9.32,1.0,2,0,6,0,0,0,1,0,0,1,3,4,12
2,0,40.0,3,28.0,0,0,0,3.25,3.1,3.0,2.63,3.5,3.0,9.24,1.0,2,0,6,0,0,0,1,0,0,1,3,4,47
2,0,40.0,3,28.0,0,0,0,2.81,3.35,3.0,2.56,3.5,2.7,8.96,1.0,2,0,6,0,0,0,1,0,0,1,3,4,13
2,0,40.0,3,28.0,0,0,0,2.47,2.68,2.2,2.56,2.53,2.5,7.47,1.0,2,0,6,0,0,0,1,0,0,1,3,4,14
2,0,40.0,3,28.0,0,0,0,3.48,3.5,3.0,3.39,3.5,3.0,9.94,1.0,2,0,6,0,0,0,1,0,0,1,3,4,50
2,0,40.0,3,28.0,0,0,0,3.0,3.5,3.0,3.25,3.5,3.0,9.63,1.0,2,0,6,0,0,0,1,0,0,1,3,4,46
3,0,40.0,3,28.0,0,0,0,2.63,3.5,3.0,2.91,3.3,3.0,9.17,1.0,2,0,6,0,0,0,1,0,0,1,3,4,15
3,0,40.0,3,28.0,0,0,0,3.0,3.5,2.1,3.0,3.5,3.0,9.05,1.0,2,0,6,0,0,0,1,0,0,1,3,4,18
3,0,40.0,3,28.0,0,0,0,2.45,3.5,3.0,2.13,3.35,1.5,7.97,0.67,2,0,6,0,0,0,1,0,0,1,3,4,48
3,0,40.0,3,28.0,0,0,0,3.06,3.5,3.0,3.0,3.5,3.0,9.53,1.0,2,0,6,0,0,0,1,0,0,1,3,4,16
3,0,40.0,3,28.0,0,0,0,3.0,3.14,2.33,2.3,2.2,1.95,7.46,0.5,2,0,6,0,0,0,1,0,0,1,3,4,17
3,0,40.0,3,28.0,0,0,0,2.88,3.5,3.0,3.0,3.5,3.0,9.44,1.0,2,0,6,0,0,0,1,0,0,1,3,4,43
4,0,0.0,3,32.0,0,0,1,2.58,3.5,1.45,2.94,2.25,0.53,6.06,0.5,0,0,0,0,0,1,1,1,0,1,3,4,21
4,0,0.0,3,32.0,0,0,0,3.31,2.63,2.46,2.68,2.98,1.6,7.83,0.83,0,0,0,0,0,0,1,1,0,1,3,4,20
3,0,0.0,3,32.0,0,0,0,2.74,-1.0,3.5,1.0,-1.0,-1.0,9.1,0.33,0,0,0,0,0,0,1,1,0,1,3,4,16
3,0,0.0,3,32.0,0,0,0,2.33,-1.0,3.3,0.9,-1.0,-1.0,8.2,0.17,0,0,0,0,0,0,1,1,0,1,3,4,5
3,0,0.0,3,32.0,0,0,0,2.5,-1.0,2.75,1.0,-1.0,-1.0,7.8,0.33,0,0,0,0,0,0,1,1,0,1,3,4,48
5,0,0.0,3,32.0,0,0,0,2.19,3.5,2.97,3.44,3.4,2.4,8.95,0.83,0,0,0,0,0,0,1,1,0,1,3,4,6
5,0,0.0,3,32.0,0,0,0,3.0,2.35,3.0,3.31,3.5,3.0,9.08,0.83,0,0,0,0,0,0,1,1,0,1,3,4,15
5,0,0.0,3,32.0,0,0,0,2.63,3.5,1.29,1.86,1.9,3.0,7.09,0.5,0,0,0,0,0,0,1,1,0,1,3,4,41
5,0,0.0,3,32.0,0,0,0,2.58,3.42,2.31,3.0,3.36,1.2,7.94,0.83,0,0,0,0,0,0,1,1,0,1,3,4,7
5,0,0.0,3,32.0,0,0,0,3.05,3.5,2.5,3.1,2.65,2.4,8.6,1.0,0,0,0,0,0,0,1,1,0,1,3,4,17
4,0,10.0,1,23.0,0,0,0,2.93,3.5,0.45,3.06,2.8,1.5,7.12,0.67,1,0,6,0,0,0,2,0,0,0,1,4,19
4,0,10.0,1,23.0,0,0,1,2.5,2.6,2.79,1.69,1.35,3.0,6.62,0.67,1,0,6,0,0,1,2,0,0,0,1,4,41
4,0,10.0,1,23.0,0,0,0,2.25,3.1,3.0,1.0,2.7,2.7,7.38,0.67,1,0,6,0,0,0,2,0,0,0,1,4,47
4,0,10.0,1,23.0,0,0,0,1.84,3.35,3.0,2.0,3.43,3.0,8.31,0.67,1,0,6,0,0,0,2,0,0,0,1,4,43
4,0,10.0,1,23.0,0,0,0,2.19,2.9,2.9,1.0,3.35,3.0,7.67,0.67,1,0,6,0,0,0,2,0,0,0,1,4,46
3,0,10.0,1,23.0,0,0,1,2.56,2.6,0.75,3.0,3.3,1.5,5.74,0.67,1,0,6,0,0,1,2,0,0,0,1,4,12
3,0,10.0,1,23.0,0,0,0,1.5,3.03,3.0,2.38,3.3,3.0,8.11,0.67,1,0,6,0,0,0,2,0,0,0,1,4,15
3,0,10.0,1,23.0,0,0,1,1.88,2.7,2.7,1.48,0.75,3.0,6.33,0.5,1,0,6,0,0,1,2,0,0,0,1,4,48
3,0,10.0,1,23.0,0,0,1,1.63,2.9,3.0,1.58,2.65,3.0,7.38,0.67,1,0,6,0,0,0,2,0,0,0,1,4,41
3,0,10.0,1,23.0,0,0,1,1.81,1.95,2.8,1.55,0.0,1.0,4.28,0.17,1,0,6,0,0,1,2,0,0,0,1,4,14
1,0,10.0,1,23.0,0,0,1,2.21,0.68,0.94,2.58,3.5,3.0,5.6,0.5,1,1,6,0,0,1,2,0,0,0,1,4,40
1,0,10.0,1,23.0,0,0,0,1.8,1.22,2.5,2.67,3.26,2.85,7.2,0.67,1,1,6,0,0,0,2,0,0,0,1,4,3
1,0,10.0,1,23.0,0,0,0,2.29,2.9,2.3,2.31,2.7,2.0,7.3,0.5,1,1,6,0,0,0,2,0,0,0,1,4,49
1,0,10.0,1,23.0,0,0,1,2.46,2.82,2.63,0.78,2.02,2.69,6.6,0.67,1,1,6,0,0,1,2,0,0,0,1,4,45
1,0,10.0,1,23.0,0,0,1,1.7,-1.0,3.3,0.9,-1.0,-1.0,7.6,0.17,1,0,6,0,0,0,2,0,0,0,1,4,40
1,0,10.0,1,23.0,0,0,0,2.13,-1.0,3.5,1.0,-1.0,-1.0,7.9,0.17,1,0,6,0,0,0,2,0,0,0,1,4,2
1,0,10.0,1,23.0,0,0,0,1.91,-1.0,3.13,0.95,-1.0,-1.0,7.7,0.17,1,0,6,0,0,0,2,0,0,0,1,4,11
2,0,10.0,1,23.0,0,0,0,1.81,1.95,2.8,2.31,2.43,3.0,7.15,0.33,1,0,6,0,0,0,2,0,0,0,1,4,13
2,0,10.0,1,23.0,0,0,0,1.9,3.29,2.85,1.96,3.19,2.63,7.91,0.67,1,0,6,0,0,0,2,0,0,0,1,4,50
2,0,10.0,1,23.0,0,0,1,1.31,3.5,2.7,2.01,2.72,2.6,7.42,0.67,1,0,6,0,0,0,2,0,0,0,1,4,45
2,0,50.0,3,30.0,0,0,0,3.44,2.0,2.63,3.38,3.4,1.35,8.1,0.67,0,0,6,0,0,0,1,0,0,1,3,4,12
2,0,50.0,3,30.0,0,0,0,2.88,2.3,0.9,2.48,3.5,3.0,7.53,0.67,0,0,6,0,0,0,1,0,0,1,3,4,47
2,0,50.0,3,30.0,0,0,0,2.75,1.85,2.4,2.88,3.5,2.9,8.14,0.83,0,0,6,0,0,0,1,0,0,1,3,4,13
2,0,50.0,3,30.0,0,0,0,3.03,1.35,2.47,2.88,3.28,2.1,7.56,0.83,0,0,6,0,0,0,1,0,0,1,3,4,14
2,0,50.0,3,30.0,0,0,0,3.38,3.5,2.8,2.75,3.4,2.4,9.12,1.0,0,0,6,0,0,0,1,0,0,1,3,4,49
2,0,50.0,3,30.0,0,0,0,2.88,3.23,2.9,3.38,3.33,2.96,9.34,1.0,0,0,6,0,0,0,1,0,0,1,3,4,46
3,0,50.0,3,30.0,0,0,0,2.69,3.5,3.0,3.35,3.5,3.0,9.52,1.0,0,0,6,0,0,0,1,0,0,1,3,4,15
3,0,50.0,3,30.0,0,0,0,3.44,3.5,2.6,3.5,3.5,2.6,9.57,1.0,0,0,6,0,0,0,1,0,0,1,3,4,18
3,0,50.0,3,30.0,0,0,0,3.38,2.65,3.0,3.08,3.2,3.0,9.16,1.0,0,0,6,0,0,0,1,0,0,1,3,4,48
3,0,50.0,3,30.0,0,0,0,3.31,3.5,3.0,3.25,3.5,3.0,9.78,1.0,0,0,6,0,0,0,1,0,0,1,3,4,16
3,0,50.0,3,30.0,0,0,0,3.4,3.39,2.78,3.38,2.64,2.55,9.07,1.0,0,0,6,0,0,0,1,0,0,1,3,4,17
1,0,50.0,3,30.0,0,0,1,2.26,2.4,1.99,2.58,1.35,1.5,6.33,0.17,0,1,6,0,0,1,1,0,0,1,3,4,40
1,0,50.0,3,30.0,0,0,0,3.26,3.5,2.79,3.45,3.5,0.92,8.71,0.83,0,1,6,0,0,0,1,0,0,1,3,4,2
1,0,50.0,3,30.0,0,0,0,3.04,3.5,2.63,2.85,3.1,2.25,8.69,1.0,0,1,6,0,0,0,1,0,0,1,3,4,3
1,0,50.0,3,30.0,0,0,0,3.25,3.5,3.0,2.83,3.5,2.9,9.49,1.0,0,1,6,0,0,0,1,0,0,1,3,4,11
1,0,50.0,3,30.0,0,0,0,2.98,3.5,3.0,2.43,2.95,3.0,8.93,0.83,0,1,6,0,0,0,1,0,0,1,3,4,45
7,0,10.0,1,26.0,0,0,1,2.06,1.25,1.45,2.69,2.0,0.7,4.19,0.17,0,0,0,0,0,1,2,0,0,0,1,4,1
7,0,10.0,1,26.0,0,0,1,2.5,2.66,1.41,2.4,3.08,0.81,6.08,0.5,0,0,0,0,0,1,2,0,0,0,1,4,29
4,0,10.0,1,26.0,0,0,2,2.75,1.2,2.18,1.5,1.68,1.95,5.4,0.33,0,0,0,0,0,1,2,0,0,0,1,4,6
4,0,10.0,1,26.0,0,0,1,2.78,2.5,0.35,2.3,3.0,2.42,6.3,0.67,0,0,0,0,0,1,2,0,0,0,1,4,21
4,0,10.0,1,26.0,0,0,1,2.5,1.85,2.81,2.5,0.15,3.0,6.4,0.67,0,0,0,0,0,1,2,0,0,0,1,4,41
4,0,10.0,1,26.0,0,0,0,2.75,2.9,3.0,2.2,3.1,3.0,8.5,0.83,0,0,0,0,0,0,2,0,0,0,1,4,5
4,0,10.0,1,26.0,0,0,0,2.53,3.5,1.0,2.66,3.41,1.0,7.1,0.67,0,0,0,0,0,0,2,0,0,0,1,4,20
5,0,10.0,2,26.0,0,0,0,2.25,-1.0,2.5,1.0,-1.0,-1.0,7.2,0.17,0,0,0,0,0,0,2,0,0,0,2,4,7
