ciclo_academico,region,porcentaje_de_beca,formas_de_pago,edad,porcentaje_de_discapacidades,numero_discapacidades,numero_reprobaciones,aab1_nota,acdb1_nota,apeb1_nota,aab2_nota,acdb2_nota,apeb2_nota,final_nota,tasa_aprobacion,Sexo,Tipo_de_est_programa,Tipo_de_ingreso,Estatus_curso,Discapacidad,Status,Tipo_de_pago,Descripcion_beca,Descripcion_descuento,Convenios_contratos,Formas_pago,Tipo_discapacidad,Curso
1,0,60.0,1,19.0,0,0,0,2.16,3.5,3.0,1.95,3.35,3.0,8.48,0.67,0,1,6,0,0,0,2,0,0,1,1,4,40
1,0,60.0,1,19.0,0,0,0,2.79,3.5,2.57,2.78,3.5,2.36,8.75,1.0,0,1,6,0,0,0,2,0,0,1,1,4,2
1,0,60.0,1,19.0,0,0,0,2.07,3.5,3.0,2.76,3.5,2.4,8.62,0.83,0,1,6,0,0,0,2,0,0,1,1,4,3
1,0,60.0,1,19.0,0,0,0,2.52,3.38,2.5,2.6,3.5,2.6,8.55,1.0,0,1,6,0,0,0,2,0,0,1,1,4,11
1,0,60.0,1,19.0,0,0,0,1.9,3.35,3.0,1.76,3.5,3.0,8.26,0.67,0,1,6,0,0,0,2,0,0,1,1,4,49
1,0,60.0,1,19.0,0,0,0,2.65,3.07,2.76,2.0,3.21,2.85,8.27,0.83,0,1,6,0,0,0,2,0,0,1,1,4,45
6,0,10.0,1,31.0,0,0,0,3.06,3.5,2.5,2.81,3.35,2.55,8.89,1.0,0,0,0,0,0,0,2,0,0,0,1,4,24
6,0,10.0,1,31.0,0,0,0,3.0,3.5,3.0,2.06,3.5,2.8,8.93,0.83,0,0,0,0,0,0,2,0,0,0,1,4,25
6,0,10.0,1,31.0,0,0,0,2.0,3.5,2.93,3.0,3.5,3.0,8.97,0.83,0,0,0,0,0,0,2,0,0,0,1,4,26
6,0,10.0,1,31.0,0,0,0,3.15,3.1,1.43,3.24,3.5,1.95,8.19,0.67,0,0,0,0,0,0,2,0,0,0,1,4,27
6,0,10.0,1,31.0,0,0,0,2.5,3.5,3.0,2.5,3.5,3.0,9.0,1.0,0,0,0,0,0,0,2,0,0,0,1,4,29
7,0,10.0,1,31.0,0,0,0,3.31,3.4,3.0,3.06,3.45,2.88,9.55,1.0,0,0,0,0,0,0,2,0,0,0,1,4,9
7,0,10.0,1,31.0,0,0,0,2.88,3.4,2.6,2.88,3.5,2.35,8.81,1.0,0,0,0,0,0,0,2,0,0,0,1,4,1
7,0,10.0,1,31.0,0,0,0,2.44,3.5,2.4,2.42,3.5,3.0,8.63,0.67,0,0,0,0,0,0,2,0,0,0,1,4,30
7,0,10.0,1,31.0,0,0,0,2.92,3.5,2.55,2.67,2.7,3.0,8.67,1.0,0,0,0,0,0,0,2,0,0,0,1,4,31
7,0,10.0,1,31.0,0,0,0,3.25,3.5,3.0,2.69,3.5,2.2,9.07,1.0,0,0,0,0,0,0,2,0,0,0,1,4,33
8,0,10.0,1,31.0,0,0,0,3.33,3.35,2.6,3.0,3.5,2.63,9.21,1.0,0,0,0,0,0,0,2,0,0,0,1,4,10
8,0,10.0,1,31.0,0,0,0,3.42,3.2,3.0,2.94,2.3,2.85,8.86,0.83,0,0,0,0,0,0,2,0,0,0,1,4,42
8,0,10.0,1,31.0,0,0,0,3.5,3.5,3.0,3.08,3.5,3.0,9.79,1.0,0,0,0,0,0,0,2,0,0,0,1,4,4
8,0,10.0,1,31.0,0,0,0,3.13,3.35,2.9,3.33,3.5,3.0,9.61,1.0,0,0,0,0,0,0,2,0,0,0,1,4,34
8,0,10.0,1,31.0,0,0,0,3.36,3.5,1.0,2.7,3.5,3.0,8.53,0.83,0,0,0,0,0,0,2,0,0,0,1,4,37
3,0,10.0,1,31.0,0,0,0,3.38,2.9,3.0,3.13,3.35,3.0,9.4,1.0,0,0,0,0,0,0,2,0,0,0,1,4,15
3,0,10.0,1,31.0,0,0,0,2.94,3.5,2.75,2.81,3.5,3.0,9.3,1.0,0,0,0,0,0,0,2,0,0,0,1,4,18
3,0,10.0,1,31.0,0,0,0,3.22,3.5,3.0,3.38,3.5,3.0,9.8,1.0,0,0,0,0,0,0,2,0,0,0,1,4,16
3,0,10.0,1,31.0,0,0,0,3.5,3.5,2.8,2.9,3.5,3.0,9.6,1.0,0,0,0,0,0,0,2,0,0,0,1,4,17
3,0,10.0,1,31.0,0,0,0,3.41,3.4,3.0,3.38,3.5,3.0,9.8,1.0,0,0,0,0,0,0,2,0,0,0,1,4,50
3,0,10.0,1,31.0,0,0,0,3.25,3.5,2.93,2.75,3.0,2.65,9.0,1.0,0,0,0,0,0,0,2,0,0,0,1,4,48
4,0,15.0,1,31.0,0,0,0,1.76,-1.0,3.38,1.0,-1.0,-1.0,7.7,0.17,0,0,0,0,0,0,3,0,0,0,1,4,6
4,0,15.0,1,31.0,0,0,0,2.56,-1.0,3.5,1.0,-1.0,-1.0,8.3,0.33,0,0,0,0,0,0,3,0,0,0,1,4,21
4,0,15.0,1,31.0,0,0,0,1.88,-1.0,3.35,1.0,-1.0,-1.0,8.1,0.17,0,0,0,0,0,0,3,0,0,0,1,4,41
4,0,15.0,1,31.0,0,0,0,2.03,-1.0,3.5,1.0,-1.0,-1.0,8.3,0.17,0,0,0,0,0,0,3,0,0,0,1,4,5
4,0,15.0,1,31.0,0,0,0,2.31,-1.0,3.33,1.0,-1.0,-1.0,8.7,0.17,0,0,0,0,0,0,3,0,0,0,1,4,20
5,0,18.0,1,31.0,0,0,0,2.75,3.5,3.0,2.0,3.5,3.0,8.88,0.83,0,0,0,0,0,0,2,0,0,0,1,4,8
5,0,18.0,1,31.0,0,0,0,2.31,3.5,3.0,2.69,3.5,3.0,9.0,0.83,0,0,0,0,0,0,2,0,0,0,1,4,22
5,0,18.0,1,31.0,0,0,0,1.69,2.9,2.3,2.99,3.5,2.4,7.89,0.83,0,0,0,0,0,0,2,0,0,0,1,4,51
5,0,18.0,1,31.0,0,0,0,2.75,3.2,2.81,3.33,3.28,2.45,8.91,1.0,0,0,0,0,0,0,2,0,0,0,1,4,7
5,0,18.0,1,31.0,0,0,0,2.88,3.5,3.0,2.88,3.5,3.0,9.38,1.0,0,0,0,0,0,0,2,0,0,0,1,4,23
5,0,18.0,1,31.0,0,0,0,2.0,3.5,3.0,3.13,3.5,3.0,9.07,0.83,0,0,0,0,0,0,2,0,0,0,1,4,43
2,0,100.0,1,20.0,0,0,2,2.75,2.0,3.0,2.83,0.0,-1.0,5.42,0.5,0,0,6,0,0,1,2,0,0,1,1,4,3
2,0,100.0,1,20.0,0,0,2,2.63,0.0,2.79,2.25,1.5,3.0,4.61,0.5,0,0,6,0,0,1,2,0,0,1,1,4,41
2,0,100.0,1,20.0,0,0,2,2.45,0.0,1.5,2.23,1.5,3.0,5.63,0.33,0,0,6,0,0,1,2,0,0,1,1,4,47
2,0,100.0,1,20.0,0,0,2,3.07,3.5,0.72,2.7,1.03,1.0,5.23,0.5,0,0,6,0,0,1,2,0,0,1,1,4,11
2,0,100.0,1,20.0,0,0,2,2.62,0.98,1.5,2.69,0.0,1.0,4.28,0.33,0,0,6,0,0,1,2,0,0,1,1,4,13
2,0,100.0,1,20.0,0,0,0,3.01,1.8,2.96,3.19,1.77,2.96,7.85,0.67,0,0,6,0,0,0,2,0,0,1,1,4,46
2,0,100.0,2,20.0,0,0,2,2.06,-1.0,1.0,3.0,-1.0,3.0,3.84,0.33,0,0,6,0,0,1,2,0,0,1,2,4,15
2,0,100.0,2,20.0,0,0,2,2.75,2.0,3.0,2.63,0.0,3.0,5.75,0.67,0,0,6,0,0,1,2,0,0,1,2,4,41
2,0,100.0,2,20.0,0,0,2,2.5,2.0,1.5,2.38,1.5,3.0,6.45,0.33,0,0,6,0,0,1,2,0,0,1,2,4,47
2,0,100.0,2,20.0,0,0,2,1.98,2.68,3.0,2.44,1.6,1.0,6.59,0.33,0,0,6,0,0,1,2,0,0,1,2,4,13
1,0,100.0,3,20.0,0,0,0,2.48,-1.0,3.43,1.0,-1.0,-1.0,7.0,0.33,0,1,6,0,0,0,1,0,0,1,3,4,40
1,0,100.0,3,20.0,0,0,0,3.44,-1.0,3.35,0.95,-1.0,-1.0,8.0,0.33,0,1,6,0,0,0,1,0,0,1,3,4,2
1,0,100.0,3,20.0,0,0,2,2.27,-1.0,3.47,0.67,-1.0,-1.0,5.6,0.17,0,1,6,0,0,1,1,0,0,1,3,4,3
1,0,100.0,3,20.0,0,0,2,2.77,-1.0,3.5,1.0,-1.0,-1.0,5.9,0.33,0,1,6,0,0,1,1,0,0,1,3,4,11
1,0,100.0,3,20.0,0,0,2,2.81,-1.0,3.5,1.0,-1.0,-1.0,5.7,0.33,0,1,6,0,0,1,1,0,0,1,3,4,49
8,0,8.0,3,50.0,0,0,0,2.67,3.5,1.8,2.33,3.5,1.8,7.8,0.5,0,0,0,0,0,0,1,0,0,0,3,4,10
8,0,8.0,3,50.0,0,0,0,3.0,3.5,3.0,2.85,3.5,2.93,9.39,1.0,0,0,0,0,0,0,1,0,0,0,3,4,36
8,0,8.0,3,50.0,0,0,0,2.88,3.5,3.0,3.0,3.5,3.0,9.44,1.0,0,0,0,0,0,0,1,0,0,0,3,4,42
8,0,8.0,3,50.0,0,0,0,3.33,3.3,3.0,3.33,3.5,3.0,9.73,1.0,0,0,0,0,0,0,1,0,0,0,3,4,4
8,0,8.0,3,50.0,0,0,0,3.13,3.5,3.0,3.17,3.5,3.0,9.65,1.0,0,0,0,0,0,0,1,0,0,0,3,4,34
9,0,18.0,3,50.0,0,0,0,3.31,3.5,3.0,3.0,3.5,3.0,9.66,1.0,0,0,0,0,0,0,1,0,0,0,3,4,38
9,0,18.0,3,50.0,0,0,0,2.53,3.5,3.0,2.69,3.5,2.1,8.66,1.0,0,0,0,0,0,0,1,0,0,0,3,4,39
9,0,18.0,3,50.0,0,0,0,3.13,3.5,2.85,3.0,3.5,3.0,9.49,1.0,0,0,0,0,0,0,1,0,0,0,3,4,52
9,0,18.0,3,50.0,0,0,0,2.92,3.35,2.7,3.33,3.5,2.85,9.33,1.0,0,0,0,0,0,0,1,0,0,0,3,4,44
5,0,18.0,3,50.0,0,0,0,3.25,3.5,2.93,3.44,3.5,3.0,9.8,1.0,0,0,0,0,0,0,1,0,0,0,3,4,6
5,0,18.0,3,50.0,0,0,0,3.34,3.3,2.7,3.13,3.5,3.0,9.5,1.0,0,0,0,0,0,0,1,0,0,0,3,4,22
5,0,18.0,3,50.0,0,0,0,2.82,3.5,3.0,2.63,3.5,2.78,9.1,1.0,0,0,0,0,0,0,1,0,0,0,3,4,51
5,0,18.0,3,50.0,0,0,0,3.42,3.47,3.0,3.08,3.35,3.0,9.7,1.0,0,0,0,0,0,0,1,0,0,0,3,4,7
5,0,18.0,3,50.0,0,0,0,3.19,3.5,3.0,3.13,3.5,3.0,9.7,1.0,0,0,0,0,0,0,1,0,0,0,3,4,23
6,0,50.0,3,50.0,0,0,0,3.38,-1.0,3.5,1.0,-1.0,-1.0,9.4,0.33,0,0,0,0,0,0,1,0,0,0,3,4,8
6,0,50.0,3,50.0,0,0,0,2.94,-1.0,3.5,1.0,-1.0,-1.0,9.5,0.33,0,0,0,0,0,0,1,0,0,0,3,4,28
6,0,50.0,3,50.0,0,0,0,2.38,-1.0,3.5,1.0,-1.0,-1.0,8.8,0.17,0,0,0,0,0,0,1,0,0,0,3,4,24
6,0,50.0,3,50.0,0,0,0,3.06,-1.0,3.5,1.0,-1.0,-1.0,9.6,0.33,0,0,0,0,0,0,1,0,0,0,3,4,25
6,0,50.0,3,50.0,0,0,0,3.13,-1.0,3.32,1.0,-1.0,-1.0,9.5,0.33,0,0,0,0,0,0,1,0,0,0,3,4,26
6,0,50.0,3,50.0,0,0,0,2.92,-1.0,3.5,1.0,-1.0,-1.0,9.6,0.33,0,0,0,0,0,0,1,0,0,0,3,4,27
7,0,18.0,3,50.0,0,0,0,3.25,3.5,3.0,3.31,3.5,3.0,9.78,1.0,0,0,0,0,0,0,1,0,0,0,3,4,9
7,0,18.0,3,50.0,0,0,0,2.5,3.5,2.38,2.25,3.2,2.7,8.27,0.83,0,0,0,0,0,0,1,0,0,0,3,4,1
7,0,18.0,3,50.0,0,0,0,2.69,3.5,2.8,3.0,3.5,2.7,9.1,1.0,0,0,0,0,0,0,1,0,0,0,3,4,30
7,0,18.0,3,50.0,0,0,0,3.08,3.3,3.0,3.0,3.5,3.0,9.44,1.0,0,0,0,0,0,0,1,0,0,0,3,4,31
7,0,18.0,3,50.0,0,0,0,3.0,3.5,3.0,2.63,3.5,3.0,9.32,1.0,0,0,0,0,0,0,1,0,0,0,3,4,32
1,0,10.0,1,28.0,0,0,1,2.0,3.5,2.55,1.66,3.5,0.0,6.71,0.5,2,1,6,0,0,1,2,0,0,0,1,4,40
1,0,10.0,1,28.0,0,0,0,3.0,3.2,2.82,3.13,3.25,2.67,9.04,1.0,2,1,6,0,0,0,2,0,0,0,1,4,2
1,0,10.0,1,28.0,0,0,0,2.33,3.5,2.75,2.83,1.2,1.5,7.06,0.5,2,1,6,0,0,0,2,0,0,0,1,4,3
1,0,10.0,1,28.0,0,0,0,2.48,3.44,2.9,2.18,3.4,1.02,7.71,0.67,2,1,6,0,0,0,2,0,0,0,1,4,11
1,0,10.0,1,28.0,0,0,0,2.69,3.3,3.0,2.81,2.75,1.0,7.78,0.83,2,1,6,0,0,0,2,0,0,0,1,4,49
1,0,10.0,1,28.0,0,0,0,2.16,3.5,2.75,2.73,3.44,3.0,8.79,0.83,2,1,6,0,0,0,2,0,0,0,1,4,45
3,0,0.0,3,29.0,0,0,0,3.25,2.63,2.85,2.5,2.45,3.0,8.34,1.0,0,0,0,0,0,0,1,1,0,1,3,4,48
3,0,0.0,3,29.0,0,0,1,3.42,3.5,3.0,3.5,3.5,2.93,9.93,1.0,0,0,0,0,0,0,1,1,0,1,3,4,50
2,0,0.0,3,29.0,0,0,1,2.53,2.86,1.2,2.25,2.55,1.5,6.16,0.5,0,0,0,0,0,1,1,1,0,1,3,4,14
2,0,0.0,3,29.0,0,0,0,3.38,3.35,3.0,3.5,3.35,3.0,9.79,1.0,0,0,0,0,0,0,1,1,0,1,3,4,43
2,0,0.0,3,29.0,0,0,0,3.13,2.0,3.0,3.38,3.5,3.0,9.01,0.83,0,0,0,0,0,0,1,1,0,1,3,4,46
4,0,0.0,3,29.0,0,0,1,3.44,2.85,1.5,3.44,1.2,2.97,7.7,0.67,0,0,0,0,0,0,1,1,0,1,3,4,6
4,0,0.0,3,29.0,0,0,0,3.0,2.7,3.0,3.19,0.4,3.0,7.65,0.83,0,0,0,0,0,0,1,1,0,1,3,4,15
4,0,0.0,3,29.0,0,0,0,3.44,3.5,1.95,3.44,3.5,1.5,8.67,0.67,0,0,0,0,0,0,1,1,0,1,3,4,19
4,0,0.0,3,29.0,0,0,1,3.13,2.5,3.0,3.25,3.3,3.0,9.09,1.0,0,0,0,0,0,0,1,1,0,1,3,4,41
2,0,0.0,3,29.0,0,0,1,3.0,-1.0,1.75,0.75,-1.0,-1.0,6.9,0.17,0,0,0,0,0,1,1,1,0,1,3,4,16
2,0,0.0,3,29.0,0,0,1,3.0,-1.0,0.0,1.0,-1.0,-1.0,4.1,0.17,0,0,0,0,0,1,1,1,0,1,3,4,11
2,0,0.0,3,29.0,0,0,2,2.79,-1.0,1.2,1.0,-1.0,-1.0,6.0,0.17,0,0,0,0,0,1,1,1,0,1,3,4,13
2,0,0.0,3,29.0,0,0,1,3.38,-1.0,1.0,0.96,-1.0,-1.0,5.6,0.17,0,0,0,0,0,1,1,1,0,1,3,4,50
2,0,0.0,3,29.0,0,0,1,3.13,1.35,1.5,3.39,0.0,1.91,5.88,0.33,0,0,0,0,0,1,1,1,0,1,3,4,6
2,0,0.0,3,29.0,0,0,1,2.88,3.1,0.0,1.88,1.2,3.0,6.19,0.5,0,0,0,0,0,1,1,1,0,1,3,4,41
2,0,0.0,3,29.0,0,0,0,2.5,3.5,3.0,3.0,0.0,3.0,7.5,0.83,0,0,0,0,0,0,1,1,0,1,3,4,47
2,0,0.0,3,29.0,0,0,2,2.86,0.6,3.0,2.94,0.0,2.0,5.16,0.5,0,0,0,0,0,1,1,1,0,1,3,4,13
3,0,0.0,3,24.0,0,0,0,3.2,3.5,2.97,3.28,3.5,2.69,9.57,1.0,0,0,6,0,0,0,1,1,0,1,3,4,6
3,0,0.0,3,24.0,0,0,0,3.0,2.0,2.65,3.38,3.35,1.0,7.69,0.67,0,0,6,0,0,0,1,1,0,1,3,4,18
3,0,0.0,3,24.0,0,0,0,2.56,3.5,0.85,3.19,3.5,1.3,7.45,0.67,0,0,6,0,0,0,1,1,0,1,3,4,1
3,0,0.0,3,24.0,0,0,0,3.0,3.5,2.7,3.3,3.5,0.6,8.3,0.83,0,0,6,0,0,0,1,1,0,1,3,4,17
4,0,0.0,3,24.0,0,0,0,2.79,3.5,1.35,2.31,3.5,2.0,7.73,0.5,0,0,6,0,0,0,1,1,0,1,3,4,8
4,0,0.0,3,24.0,0,0,1,2.73,2.5,0.38,2.81,3.06,2.0,6.33,0.67,0,0,6,0,0,1,1,1,0,1,3,4,21
4,0,0.0,3,24.0,0,0,1,2.3,1.5,3.0,1.96,3.5,0.45,6.33,0.33,0,0,6,0,0,1,1,1,0,1,3,4,39
4,0,0.0,3,24.0,0,0,0,2.08,3.05,3.0,3.4,3.2,3.0,8.87,0.83,0,0,6,0,0,0,1,1,0,1,3,4,5
4,0,0.0,3,24.0,0,0,0,3.16,1.75,3.0,3.25,3.5,2.0,8.33,0.67,0,0,6,0,0,0,1,1,0,1,3,4,20
5,0,0.0,3,24.0,0,0,0,3.5,2.55,2.7,3.06,2.83,2.73,8.69,1.0,0,0,6,0,0,0,1,1,0,1,3,4,9
5,0,0.0,3,24.0,0,0,1,2.94,3.4,2.58,3.25,3.5,2.9,9.29,1.0,0,0,6,0,0,0,1,1,0,1,3,4,21
5,0,0.0,3,24.0,0,0,0,3.25,3.33,1.05,2.42,3.33,2.03,7.71,0.5,0,0,6,0,0,0,1,1,0,1,3,4,7
5,0,0.0,3,24.0,0,0,0,3.31,2.1,3.0,3.0,3.1,3.0,8.76,0.83,0,0,6,0,0,0,1,1,0,1,3,4,23
1,0,0.0,3,24.0,0,0,0,2.14,3.13,2.29,1.98,3.5,2.66,7.9,0.67,0,1,6,0,0,0,1,1,0,1,3,4,40
1,0,0.0,3,24.0,0,0,0,3.16,3.43,2.7,3.08,1.28,2.23,7.9,0.83,0,1,6,0,0,0,1,1,0,1,3,4,2
1,0,0.0,3,24.0,0,0,0,2.73,3.5,2.8,3.03,2.0,2.7,8.4,0.83,0,1,6,0,0,0,1,1,0,1,3,4,3
1,0,0.0,3,24.0,0,0,1,2.8,1.0,3.0,2.88,2.0,0.6,6.1,0.5,0,1,6,0,0,1,1,1,0,1,3,4,11
1,0,0.0,3,24.0,0,0,0,2.74,2.0,3.0,3.0,3.35,3.0,8.5,0.83,0,1,6,0,0,0,1,1,0,1,3,4,49
1,0,0.0,3,24.0,0,0,0,3.06,3.01,2.69,2.53,2.28,2.13,7.9,0.83,0,1,6,0,0,0,1,1,0,1,3,4,45
2,0,0.0,3,24.0,0,0,0,3.19,-1.0,3.5,0.97,-1.0,-1.0,9.6,0.33,0,0,6,0,0,0,1,1,0,1,3,4,12
2,0,0.0,3,24.0,0,0,0,2.58,-1.0,3.05,1.0,-1.0,-1.0,8.4,0.33,0,0,6,0,0,0,1,1,0,1,3,4,41
2,0,0.0,3,24.0,0,0,0,2.8,-1.0,3.0,1.0,-1.0,-1.0,8.5,0.33,0,0,6,0,0,0,1,1,0,1,3,4,47
2,0,0.0,3,24.0,0,0,1,3.12,-1.0,3.25,0.83,-1.0,-1.0,8.5,0.33,0,0,6,0,0,0,1,1,0,1,3,4,11
2,0,0.0,3,24.0,0,0,0,2.44,-1.0,3.5,0.97,-1.0,-1.0,8.2,0.17,0,0,6,0,0,0,1,1,0,1,3,4,13
2,0,0.0,3,24.0,0,0,0,2.99,-1.0,3.5,0.95,-1.0,-1.0,9.4,0.33,0,0,6,0,0,0,1,1,0,1,3,4,50
2,0,0.0,3,24.0,0,0,0,3.01,-1.0,3.2,1.0,-1.0,-1.0,8.9,0.33,0,0,6,0,0,0,1,1,0,1,3,4,46
3,0,0.0,3,24.0,0,0,0,2.53,2.75,3.0,2.69,3.5,3.0,8.74,1.0,0,0,6,0,0,0,1,1,0,1,3,4,15
3,0,0.0,3,24.0,0,0,0,3.0,2.85,1.8,2.94,3.2,3.0,8.4,0.83,0,0,6,0,0,0,1,1,0,1,3,4,19
3,0,0.0,3,24.0,0,0,0,2.75,2.9,2.67,3.25,2.65,3.0,8.61,1.0,0,0,6,0,0,0,1,1,0,1,3,4,48
3,0,0.0,3,24.0,0,0,0,3.0,3.5,3.0,2.44,3.5,3.0,9.22,0.83,0,0,6,0,0,0,1,1,0,1,3,4,16
3,0,0.0,3,24.0,0,0,0,2.75,2.9,3.0,2.67,3.5,1.0,7.91,0.83,0,0,6,0,0,0,1,1,0,1,3,4,14
3,0,0.0,3,24.0,0,0,0,3.0,3.35,3.0,2.94,3.5,3.0,9.4,1.0,0,0,6,0,0,0,1,1,0,1,3,4,43
6,0,100.0,5,27.0,0,0,0,2.31,3.25,2.62,2.19,3.0,3.0,8.19,0.67,0,0,0,0,0,0,2,0,0,0,5,4,9
6,0,100.0,5,27.0,0,0,0,2.86,3.43,2.89,3.15,3.39,2.89,9.31,1.0,0,0,0,0,0,0,2,0,0,0,5,4,28
6,0,100.0,5,27.0,0,0,0,2.13,3.5,2.05,2.94,3.2,2.48,8.15,0.67,0,0,0,0,0,0,2,0,0,0,5,4,24
6,0,100.0,5,27.0,0,0,0,2.63,3.35,3.0,2.75,3.46,2.98,9.09,1.0,0,0,0,0,0,0,2,0,0,0,5,4,25
6,0,100.0,5,27.0,0,0,0,2.38,3.3,2.93,2.5,3.5,3.0,8.81,0.83,0,0,0,0,0,0,2,0,0,0,5,4,26
6,0,100.0,5,27.0,0,0,0,2.74,3.5,2.7,2.93,2.9,2.55,8.66,1.0,0,0,0,0,0,0,2,0,0,0,5,4,27
7,0,100.0,5,27.0,0,0,0,2.95,3.5,2.1,3.08,3.15,2.21,8.5,1.0,0,0,0,0,0,0,2,0,0,0,5,4,10
7,0,100.0,5,27.0,0,0,0,3.19,2.7,2.25,3.38,3.5,2.35,8.69,1.0,0,0,0,0,0,0,2,0,0,0,5,4,1
7,0,100.0,5,27.0,0,0,0,3.06,2.63,2.6,3.17,2.5,2.7,8.33,1.0,0,0,0,0,0,0,2,0,0,0,5,4,30
7,0,100.0,5,27.0,0,0,0,3.33,3.5,2.55,3.25,2.7,3.0,9.17,1.0,0,0,0,0,0,0,2,0,0,0,5,4,31
7,0,100.0,5,27.0,0,0,0,3.0,3.5,3.0,2.95,3.5,3.0,9.48,1.0,0,0,0,0,0,0,2,0,0,0,5,4,32
8,0,100.0,5,27.0,0,0,0,2.69,3.5,3.0,2.9,3.5,3.0,9.3,1.0,0,0,0,0,0,0,2,0,0,0,5,4,36
8,0,100.0,5,27.0,0,0,0,2.75,3.5,2.4,2.69,1.8,2.03,7.59,0.67,0,0,0,0,0,0,2,0,0,0,5,4,42
8,0,100.0,5,27.0,0,0,0,3.33,3.5,3.0,3.33,3.46,3.0,9.81,1.0,0,0,0,0,0,0,2,0,0,0,5,4,4
8,0,100.0,5,27.0,0,0,0,3.25,3.5,2.7,3.33,2.0,3.0,8.89,0.83,0,0,0,0,0,0,2,0,0,0,5,4,34
8,0,100.0,5,27.0,0,0,0,1.4,3.38,1.8,2.8,3.5,3.0,7.94,0.67,0,0,0,0,0,0,2,0,0,0,5,4,35
8,0,100.0,5,27.0,0,0,0,3.13,3.5,2.55,2.88,3.5,3.0,9.28,1.0,0,0,0,0,0,0,2,0,0,0,5,4,0
3,0,100.0,5,27.0,0,0,0,2.91,3.02,3.0,3.25,3.5,3.0,9.3,1.0,0,0,0,0,0,0,2,0,0,0,5,4,15
3,0,100.0,5,27.0,0,0,0,3.0,3.5,2.7,3.13,3.5,3.0,9.4,1.0,0,0,0,0,0,0,2,0,0,0,5,4,18
3,0,100.0,5,27.0,0,0,0,2.94,3.35,2.93,3.19,2.93,3.0,9.2,1.0,0,0,0,0,0,0,2,0,0,0,5,4,2
3,0,100.0,5,27.0,0,0,0,2.94,3.5,3.0,3.13,3.5,3.0,9.5,1.0,0,0,0,0,0,0,2,0,0,0,5,4,16
3,0,100.0,5,27.0,0,0,0,3.25,3.5,3.0,3.2,3.5,2.9,9.7,1.0,0,0,0,0,0,0,2,0,0,0,5,4,17
3,0,100.0,5,27.0,0,0,0,3.33,3.5,2.79,3.13,2.55,3.0,9.2,1.0,0,0,0,0,0,0,2,0,0,0,5,4,48
4,0,100.0,5,27.0,0,0,0,2.56,-1.0,3.47,1.0,-1.0,-1.0,8.4,0.33,0,0,0,0,0,0,2,0,0,0,5,4,6
4,0,100.0,5,27.0,0,0,0,2.56,-1.0,3.4,1.0,-1.0,-1.0,7.8,0.33,0,0,0,0,0,0,2,0,0,0,5,4,21
4,0,100.0,5,27.0,0,0,0,2.63,-1.0,3.35,1.0,-1.0,-1.0,8.3,0.33,0,0,0,0,0,0,2,0,0,0,5,4,41
4,0,100.0,5,27.0,0,0,0,2.35,-1.0,3.5,1.0,-1.0,-1.0,8.2,0.17,0,0,0,0,0,0,2,0,0,0,5,4,5
4,0,100.0,5,27.0,0,0,0,3.13,-1.0,3.33,1.0,-1.0,-1.0,8.8,0.33,0,0,0,0,0,0,2,0,0,0,5,4,20
4,0,100.0,5,27.0,0,0,0,3.16,-1.0,3.5,0.95,-1.0,-1.0,9.2,0.33,0,0,0,0,0,0,2,0,0,0,5,4,50
5,0,100.0,5,27.0,0,0,0,3.25,3.35,2.7,2.31,3.5,2.8,8.96,0.83,0,0,0,0,0,0,2,0,0,0,5,4,8
5,0,100.0,5,27.0,0,0,0,2.5,3.35,2.85,2.46,2.83,2.93,8.46,1.0,0,0,0,0,0,0,2,0,0,0,5,4,22
5,0,100.0,5,27.0,0,0,0,2.63,3.3,2.1,2.29,3.5,2.55,8.19,0.83,0,0,0,0,0,0,2,0,0,0,5,4,51
5,0,100.0,5,27.0,0,0,0,2.75,3.31,1.56,2.08,3.5,2.45,7.83,0.67,0,0,0,0,0,0,2,0,0,0,5,4,7
5,0,100.0,5,27.0,0,0,0,2.75,3.5,3.0,3.0,3.5,3.0,9.38,1.0,0,0,0,0,0,0,2,0,0,0,5,4,23
1,0,10.0,3,28.0,0,0,0,2.26,2.8,2.25,2.11,3.5,2.25,7.59,0.67,2,1,6,0,0,0,1,0,0,0,3,4,40
1,0,10.0,3,28.0,0,0,0,3.33,3.5,3.0,3.38,3.5,2.42,9.57,1.0,2,1,6,0,0,0,1,0,0,0,3,4,2
1,0,10.0,3,28.0,0,0,0,2.6,2.6,2.55,2.8,3.05,2.7,8.15,1.0,2,1,6,0,0,0,1,0,0,0,3,4,3
1,0,10.0,3,28.0,0,0,0,2.76,3.5,2.6,2.92,3.5,2.8,9.04,1.0,2,1,6,0,0,0,1,0,0,0,3,4,11
1,0,10.0,3,28.0,0,0,0,3.06,3.5,2.9,2.94,3.5,3.0,9.45,1.0,2,1,6,0,0,0,1,0,0,0,3,4,49
1,0,10.0,3,28.0,0,0,0,2.37,3.5,3.0,2.97,3.33,2.87,9.02,0.83,2,1,6,0,0,0,1,0,0,0,3,4,45
2,0,10.0,1,28.0,0,0,0,3.31,3.5,2.85,2.94,3.5,2.25,9.18,1.0,2,0,6,0,0,0,2,0,0,0,1,4,12
2,0,10.0,1,28.0,0,0,0,2.75,2.65,1.8,1.93,3.5,3.0,7.82,0.67,2,0,6,0,0,0,2,0,0,0,1,4,47
